price,fuel_type,gear_type,Make,Year_of_manufacture,Condition,Mileage,Engine_size
6187500,Petrol,Automatic,Toyota,2007,Local Used,300343.0,3500.0
14625000,Petrol,Automatic,Toyota,2009,Local Used,202644.0,2700.0
3600000,Petrol,Automatic,Mazda,2004,Local Used,330769.0,3000.0
4200000,Petrol,Automatic,Nissan,2015,Local Used,191086.0,1600.0
13500000,Petrol,Automatic,Toyota,2004,Local Used,216184.0,4700.0
8437500,Petrol,Automatic,Toyota,2009,Local Used,513117.0,2400.0
4500000,Petrol,Automatic,Honda,2008,Local Used,154403.0,3500.0
4387500,Petrol,Automatic,Mercedes-Benz,2001,Local Used,200537.0,2600.0
2812500,Petrol,Automatic,Mercedes-Benz,2005,Local Used,250000.0,3500.0
6187500,Petrol,Automatic,Toyota,2010,Local Used,384060.0,1800.0
7875000,Petrol,Automatic,Toyota,2008,Local Used,258450.0,3500.0
1890000,Petrol,Manual,Hyundai,2009,Local Used,311480.0,1400.0
4050000,Petrol,Automatic,Honda,2007,Local Used,114304.0,2400.0
3528000,Petrol,Automatic,Toyota,2003,Local Used,235123.0,2800.0
1470000,Petrol,Automatic,Nissan,2003,Local Used,256113.0,2500.0
12375000,Petrol,Automatic,Toyota,2009,Foreign Used,223300.0,1800.0
10125000,Petrol,Automatic,Lexus,2010,Local Used,263314.0,3500.0
3937500,Petrol,Manual,Kia,2005,Local Used,195618.0,1600.0
10170000,Petrol,Automatic,Honda,2014,Local Used,183628.0,2400.0
4050000,Petrol,Automatic,Lexus,2003,Local Used,103110.0,3000.0
3937500,Petrol,Automatic,Scion,2006,Local Used,336810.0,2400.0
9000000,Petrol,Automatic,Hyundai,2012,Local Used,161565.0,1600.0
12375000,Petrol,Automatic,Honda,2013,Local Used,274662.0,2400.0
3150000,Petrol,Automatic,Nissan,2005,Local Used,205285.0,4000.0
9562500,Petrol,Manual,Honda,2009,Foreign Used,154489.0,1800.0
5062500,Petrol,Automatic,Toyota,2003,Local Used,381732.0,3000.0
4500000,Petrol,Automatic,Toyota,2004,Local Used,159174.0,3300.0
13320000,Petrol,Automatic,Toyota,2012,Local Used,249879.0,3500.0
5625000,Petrol,Automatic,Peugeot,2004,Local Used,95312.0,2000.0
7920000,Petrol,Automatic,Lexus,2008,Local Used,124467.0,3500.0
10996875,Petrol,Automatic,Toyota,2013,Local Used,211272.0,2500.0
5512500,Petrol,Automatic,Toyota,2006,Local Used,159858.0,2400.0
25818750,Petrol,Automatic,Mercedes-Benz,2012,Foreign Used,247234.0,3500.0
3195000,Petrol,Automatic,Honda,2007,Local Used,104282.0,3000.0
9975000,Petrol,Automatic,Honda,2014,Local Used,124514.0,2400.0
3937500,Petrol,Automatic,Toyota,2003,Local Used,260576.0,2400.0
4500000,Petrol,Automatic,Toyota,2001,Local Used,242527.0,2000.0
11250000,Petrol,Manual,Toyota,2010,Foreign Used,412405.0,1400.0
22950000,Petrol,Automatic,Mercedes-Benz,2013,Foreign Used,248071.0,3500.0
5625000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,128890.0,3500.0
3487500,Petrol,Automatic,Peugeot,2002,Local Used,965604.0,1600.0
14332500,Petrol,Automatic,Toyota,2013,Local Used,225502.0,2500.0
9562500,Petrol,CVT,Hyundai,2013,Local Used,164141.0,2400.0
20278125,Petrol,Automatic,Toyota,2015,Local Used,182983.0,3500.0
13500000,Petrol,Manual,Ford,2012,Local Used,167028.0,2500.0
8100000,Petrol,Automatic,Hyundai,2014,Local Used,201911.0,2000.0
10125000,Petrol,Automatic,Land Rover,2005,Foreign Used,125909.0,4400.0
9000000,Petrol,Automatic,GMC,2008,Local Used,360413.0,3600.0
6210000,Petrol,Automatic,Toyota,2007,Local Used,273924.0,2400.0
22500000,Petrol,Automatic,Mercedes-Benz,2005,Foreign Used,216704.0,5000.0
11812500,Petrol,Automatic,Audi,2012,Local Used,523780.0,3000.0
3937500,Petrol,Automatic,Nissan,2002,Local Used,164443.0,3300.0
19125000,Petrol,Automatic,Toyota,2013,Foreign Used,446561.0,3500.0
1785000,Petrol,Automatic,Toyota,1999,Local Used,193066.0,2400.0
6975000,Petrol,Automatic,Toyota,2010,Local Used,149390.0,3000.0
27000000,Petrol,Automatic,Toyota,2014,Foreign Used,262304.0,2500.0
8325000,Petrol,Automatic,Toyota,2010,Local Used,109960.0,2500.0
3037500,Petrol,Automatic,Honda,2004,Local Used,203950.0,2400.0
8100000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,110767.0,4600.0
5962500,Petrol,Automatic,Toyota,2007,Local Used,264051.0,2400.0
2677500,Petrol,Automatic,Honda,2003,Local Used,637420.0,1400.0
10125000,Petrol,Automatic,Kia,2012,Local Used,105573.0,3500.0
13500000,Petrol,Automatic,Toyota,2014,Local Used,101222.0,2700.0
4500000,Petrol,Automatic,BMW,2006,Local Used,298446.0,3000.0
16256250,Petrol,Automatic,Toyota,2015,Local Used,254938.0,2500.0
2475000,Petrol,Automatic,Honda,2002,Local Used,192477.0,1700.0
11250000,Petrol,Automatic,Toyota,2011,Foreign Used,165535.0,2400.0
6255000,Petrol,Automatic,Toyota,2010,Local Used,194189.0,2400.0
3937500,Petrol,Automatic,Volvo,2005,Local Used,318345.0,2400.0
4500000,Petrol,Automatic,Toyota,2003,Local Used,405133.0,3000.0
5355000,Petrol,Automatic,Toyota,2008,Local Used,100685.0,3500.0
4905000,Petrol,Automatic,Toyota,2006,Local Used,149508.0,1800.0
5062500,Petrol,Automatic,Honda,2010,Local Used,154438.0,1600.0
6750000,Petrol,Automatic,Land Rover,2012,Local Used,66581.0,2000.0
13005000,Petrol,Automatic,Toyota,2011,Local Used,88703.0,3500.0
6412500,Petrol,Automatic,Toyota,2009,Local Used,121855.0,2400.0
12540937,Petrol,Automatic,Toyota,2013,Local Used,163581.0,2500.0
3037500,Petrol,Automatic,Nissan,2003,Local Used,263221.0,2000.0
8100000,Petrol,Automatic,Toyota,2009,Local Used,166974.0,1800.0
12375000,Petrol,Automatic,Audi,2012,Local Used,81277.0,3000.0
14625000,Petrol,Automatic,Toyota,2012,Local Used,279098.0,2000.0
3937500,Hybrid,Automatic,Toyota,2005,Local Used,125231.0,1600.0
3375000,Petrol,Automatic,Lexus,2002,Local Used,320207.0,3000.0
5062500,Petrol,Automatic,Mercedes-Benz,2010,Local Used,178815.0,4000.0
21000000,Petrol,Automatic,Toyota,2016,Foreign Used,432870.0,2700.0
4500000,Petrol,Manual,Volkswagen,1998,Local Used,141227.0,1400.0
8381250,Petrol,Automatic,Acura,2011,Local Used,193088.0,3500.0
7650000,Petrol,Automatic,Hyundai,2014,Local Used,137063.0,1800.0
4050000,Petrol,Automatic,Honda,2007,Local Used,200288.0,1600.0
4162500,Petrol,Automatic,Nissan,2007,Local Used,220756.0,4000.0
22500000,Petrol,Automatic,Toyota,2010,Foreign Used,266863.0,5700.0
17850000,Petrol,Automatic,BMW,2015,Local Used,46191.0,1500.0
3712500,Petrol,Automatic,Toyota,2005,Local Used,443775.0,3300.0
4500000,Petrol,Automatic,Toyota,2005,Local Used,201265.0,1800.0
2025000,Petrol,Automatic,Nissan,2001,Local Used,448123.0,3000.0
5400000,Petrol,Automatic,Toyota,2007,Local Used,202030.0,2800.0
3060000,Petrol,Automatic,Honda,2004,Local Used,115105.0,2400.0
6300000,Petrol,Automatic,Honda,2007,Local Used,278512.0,3500.0
18900000,Petrol,Automatic,Lexus,2014,Local Used,162850.0,3500.0
8606250,Petrol,Automatic,Honda,2013,Local Used,160850.0,2400.0
3150000,Petrol,Automatic,Ford,2007,Local Used,350951.0,3500.0
20265000,Petrol,Automatic,Lexus,2015,Local Used,92008.0,3500.0
3150000,Petrol,Automatic,Nissan,2005,Local Used,282225.0,2000.0
9975000,Petrol,CVT,Acura,2015,Local Used,197457.0,3500.0
2950000,Petrol,Automatic,Hyundai,2010,Local Used,244073.0,1600.0
3600000,Petrol,Automatic,Mercedes-Benz,2006,Local Used,244653.0,2500.0
6210000,Petrol,Automatic,Toyota,2007,Local Used,248942.0,2400.0
3937500,Petrol,Automatic,Infiniti,2005,Local Used,87744.0,3500.0
3375000,Petrol,Automatic,Toyota,2004,Local Used,434813.0,2400.0
2587500,Petrol,Manual,Toyota,2003,Local Used,266293.0,1300.0
4050000,Petrol,Automatic,Honda,2008,Local Used,172684.0,1800.0
3890000,Petrol,Automatic,Acura,2006,Local Used,195707.0,3500.0
5287500,Petrol,Automatic,Toyota,2008,Local Used,312237.0,1800.0
6300000,Petrol,Automatic,Acura,2010,Local Used,9999.0,3700.0
5062500,Petrol,Automatic,Toyota,2007,Local Used,245113.0,3500.0
4500000,Petrol,Manual,Honda,2008,Local Used,134618.0,2400.0
3780000,Petrol,Manual,Toyota,2009,Local Used,186302.0,2000.0
3360000,Petrol,Automatic,Honda,2008,Local Used,269633.0,1800.0
5670000,Petrol,Automatic,Toyota,2003,Local Used,104584.0,1800.0
6615000,Petrol,Manual,Toyota,2015,Local Used,30097.0,1800.0
3150000,Petrol,Automatic,Honda,2008,Local Used,403010.0,3500.0
5145000,Petrol,Automatic,Honda,2009,Local Used,224239.0,2400.0
5460000,Petrol,Automatic,Volvo,2009,Foreign Used,306576.0,3200.0
7875000,Petrol,Automatic,Peugeot,2012,Local Used,75362.0,1600.0
13545000,Petrol,Automatic,Jeep,2014,Local Used,103816.0,3600.0
3465000,Petrol,Automatic,Ford,2008,Local Used,367833.0,3500.0
3675000,Petrol,Manual,Kia,2014,Local Used,84587.0,1400.0
9450000,Petrol,Automatic,Mercedes-Benz,2012,Local Used,351735.0,3500.0
15015000,Petrol,Automatic,Mercedes-Benz,2014,Local Used,121440.0,3500.0
8925000,Petrol,Automatic,Toyota,2015,Local Used,223287.0,1800.0
2625000,Petrol,Automatic,Honda,2003,Local Used,349159.0,2400.0
13725000,Petrol,Automatic,Mercedes-Benz,2015,Local Used,68529.0,4700.0
9975000,Petrol,Automatic,Land Rover,2012,Foreign Used,156242.0,5000.0
7800000,Petrol,Automatic,Volkswagen,2013,Local Used,359336.0,2500.0
9853200,Petrol,Automatic,Toyota,2007,Local Used,110617.0,4000.0
2940000,Petrol,Automatic,Toyota,2005,Local Used,264201.0,4800.0
4725000,Petrol,Automatic,Toyota,2007,Local Used,287189.0,2500.0
7350000,Petrol,Manual,Toyota,2010,Local Used,171381.0,1800.0
6825000,Petrol,Automatic,Hyundai,2014,Local Used,107138.0,2000.0
5806500,Petrol,Automatic,Mercedes-Benz,2008,Local Used,331295.0,3500.0
5775000,Petrol,Automatic,Honda,2008,Local Used,179536.0,2400.0
3675000,Petrol,Automatic,Toyota,2004,Local Used,378655.0,3300.0
10500000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,192863.0,3000.0
5250000,Petrol,Automatic,Toyota,2005,Local Used,171684.0,1800.0
12495000,Petrol,Automatic,Mercedes-Benz,2012,Foreign Used,61986.0,3500.0
5040000,Petrol,Automatic,Honda,2009,Local Used,213521.0,2400.0
3937500,Petrol,Automatic,Toyota,2006,Local Used,215678.0,2400.0
7476000,Petrol,Automatic,Lexus,2007,Local Used,178015.0,3500.0
8977500,Petrol,Automatic,BMW,2013,Local Used,160715.0,2000.0
3120000,Petrol,Automatic,Toyota,2002,Local Used,289588.0,2400.0
10804500,Petrol,Automatic,Hyundai,2013,Local Used,141168.0,2400.0
5071500,Petrol,Automatic,Toyota,2007,Local Used,259238.0,3500.0
9912000,Petrol,Automatic,Kia,2020,Local Used,89590.0,1400.0
6405000,Petrol,Automatic,Kia,2013,Local Used,133532.0,2400.0
8085000,Petrol,Automatic,Toyota,2013,Local Used,21982.0,3500.0
5880000,Petrol,Automatic,Honda,2006,Local Used,162694.0,3500.0
5928000,Petrol,Automatic,Mazda,2008,Local Used,299811.0,3500.0
3675000,Petrol,Automatic,Kia,2009,Local Used,333664.0,2000.0
3675000,Petrol,Automatic,Toyota,2005,Local Used,11938.0,2400.0
5880000,Petrol,Automatic,Toyota,2008,Local Used,160893.0,1800.0
4908750,Petrol,Automatic,Honda,2012,Local Used,252701.0,2400.0
7350000,Petrol,Automatic,Honda,2010,Local Used,94119.0,3500.0
3675000,Petrol,Automatic,Mazda,2010,Local Used,272139.0,2000.0
8400000,Petrol,Automatic,Peugeot,2007,Foreign Used,191631.0,1600.0
15015000,Diesel,Manual,Peugeot,2011,Foreign Used,135789.0,2000.0
4158000,Petrol,Automatic,Honda,2008,Local Used,181222.0,3500.0
15184000,Petrol,Automatic,Toyota,2010,Foreign Used,197916.0,3500.0
5617500,Petrol,AMT,Acura,2008,Local Used,302703.0,3700.0
5845875,Petrol,Automatic,Ford,2011,Local Used,84682.0,3500.0
5250000,Petrol,Automatic,Mercedes-Benz,2009,Local Used,127527.0,2500.0
9651600,Petrol,Automatic,Toyota,2012,Local Used,118877.0,3500.0
7280000,Petrol,Automatic,Honda,2009,Local Used,91022.0,2400.0
3780000,Petrol,Automatic,Honda,2008,Local Used,143431.0,2400.0
4935000,Petrol,Automatic,Peugeot,2010,Local Used,720735.0,1800.0
20800000,Petrol,Automatic,Honda,2012,Local Used,147548.0,3500.0
3570000,Petrol,Automatic,Toyota,2005,Local Used,268674.0,3500.0
6090000,Petrol,Automatic,Honda,2009,Local Used,114589.0,2400.0
5355000,Petrol,Automatic,Lexus,2007,Local Used,112376.0,4600.0
5775000,Petrol,Automatic,Toyota,2009,Local Used,134258.0,2400.0
6240000,Petrol,Automatic,Toyota,2005,Local Used,236916.0,3500.0
4410000,Petrol,Automatic,Honda,2008,Local Used,99172.0,2400.0
5775000,Petrol,Automatic,Lexus,2004,Local Used,262186.0,4700.0
9360000,Petrol,Automatic,Honda,2010,Local Used,197923.0,3500.0
5460000,Petrol,Automatic,Acura,2007,Local Used,289492.0,3700.0
4200000,Petrol,Automatic,Honda,2009,Local Used,190375.0,3500.0
10920000,Petrol,Automatic,Toyota,2011,Local Used,85442.0,1800.0
4200000,Petrol,Manual,Mitsubishi,2012,Local Used,80874.0,1600.0
4200000,Petrol,Automatic,Kia,2011,Local Used,201458.0,2400.0
6825000,Petrol,Automatic,Mercedes-Benz,2009,Local Used,71351.0,3000.0
3307500,Petrol,Automatic,Honda,2006,Local Used,133598.0,3500.0
11440000,Petrol,Automatic,Lexus,2008,Local Used,195903.0,3500.0
10500000,Petrol,Automatic,Mercedes-Benz,2011,Foreign Used,170158.0,3500.0
7875000,Petrol,Automatic,Nissan,2014,Local Used,131017.0,2000.0
3150000,Petrol,Automatic,Honda,2002,Local Used,234153.0,2800.0
5720000,Petrol,Automatic,Toyota,2006,Local Used,428562.0,2400.0
5775000,Petrol,Automatic,Toyota,2008,Local Used,107280.0,1800.0
6090000,Petrol,Automatic,Mercedes-Benz,2011,Local Used,278154.0,3000.0
15080000,Petrol,Automatic,Mercedes-Benz,2012,Local Used,79610.0,3500.0
5565000,Petrol,Automatic,Acura,2008,Local Used,106889.0,3700.0
20800000,Petrol,Automatic,Mercedes-Benz,2015,Local Used,189153.0,2000.0
4618687,Petrol,Automatic,Toyota,2005,Local Used,225606.0,3500.0
6968000,Petrol,Automatic,Honda,2012,Local Used,155115.0,2400.0
8505000,Petrol,Automatic,Toyota,2010,Local Used,307338.0,3500.0
6090000,Petrol,Automatic,Ford,2013,Local Used,97873.0,3500.0
3255000,Petrol,Automatic,Honda,2008,Local Used,155726.0,2400.0
4095000,Petrol,Automatic,Honda,2008,Local Used,34349.0,2400.0
15750000,Petrol,Automatic,Infiniti,2011,Local Used,91866.0,5600.0
6300000,Petrol,Automatic,Mercedes-Benz,2009,Local Used,191101.0,3000.0
3150000,Petrol,Automatic,Ford,2010,Local Used,375096.0,3000.0
15600000,Petrol,Automatic,Toyota,2008,Local Used,158131.0,3500.0
4410000,Petrol,Automatic,Toyota,2008,Local Used,239078.0,3500.0
13520000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,268214.0,3500.0
18720000,Petrol,Automatic,Ford,2015,Local Used,180937.0,2700.0
3780000,Petrol,Automatic,Honda,2006,Local Used,322685.0,3500.0
5250000,Petrol,Automatic,Ford,2011,Local Used,128359.0,3500.0
3780000,Petrol,Manual,Kia,2014,Local Used,125343.0,1200.0
4410000,Petrol,Automatic,Honda,2007,Local Used,16091.0,3500.0
4160000,Petrol,Automatic,Hyundai,2008,Local Used,342913.0,3300.0
4095000,Petrol,Automatic,Toyota,2004,Local Used,216153.0,3000.0
5200000,Petrol,Automatic,Toyota,2006,Local Used,156312.0,3500.0
5250000,Petrol,Automatic,Kia,2011,Local Used,171960.0,1600.0
3120000,Petrol,Automatic,Toyota,2001,Local Used,224903.0,2200.0
5040000,Petrol,Automatic,Toyota,2004,Local Used,261961.0,3300.0
5040000,Petrol,Automatic,Toyota,2006,Local Used,105233.0,3300.0
5250000,Petrol,Automatic,Toyota,2008,Local Used,299999.0,1800.0
7800000,Petrol,Automatic,Toyota,2010,Local Used,163838.0,1800.0
9620000,Petrol,Automatic,Kia,2014,Local Used,183081.0,2400.0
8400000,Petrol,Automatic,Mercedes-Benz,2011,Local Used,120930.0,3500.0
10500000,Petrol,Automatic,Toyota,2009,Local Used,287460.0,2700.0
4410000,Petrol,Automatic,Volkswagen,2011,Local Used,179392.0,2000.0
2940000,Petrol,Automatic,Toyota,2001,Local Used,331240.0,3500.0
4200000,Petrol,Automatic,Honda,2007,Local Used,315232.0,1800.0
8925000,Petrol,Automatic,Mercedes-Benz,2014,Local Used,166232.0,1800.0
5250000,Petrol,Automatic,Mercedes-Benz,1999,Foreign Used,308073.0,1800.0
6510000,Petrol,Automatic,Hyundai,2011,Local Used,229823.0,1800.0
11550000,Petrol,Automatic,Jaguar,2013,Local Used,78181.0,2000.0
5250000,Petrol,Automatic,Mercedes-Benz,1999,Foreign Used,308073.0,1800.0
3885000,Petrol,Automatic,Toyota,2005,Local Used,116224.0,2400.0
5670000,Petrol,Automatic,Ford,2014,Local Used,111578.0,2000.0
4410000,Petrol,Automatic,Toyota,2001,Local Used,89640.0,3500.0
2835000,Petrol,Automatic,Honda,2004,Local Used,489852.0,3500.0
3328000,Petrol,Automatic,Honda,2003,Local Used,14588.0,2400.0
4935000,Petrol,CVT,Nissan,2012,Local Used,220564.0,2000.0
4011000,Petrol,Automatic,Toyota,2003,Local Used,208906.0,3000.0
19320000,Petrol,Automatic,Mercedes-Benz,2013,Local Used,145630.0,4700.0
4160000,Petrol,Automatic,Honda,2007,Local Used,116307.0,2400.0
4160000,Petrol,Automatic,Honda,1999,Local Used,151548.0,2000.0
5407500,Petrol,Automatic,Toyota,2009,Local Used,175122.0,3300.0
21000000,Petrol,Automatic,Hyundai,2018,Local Used,93779.0,2400.0
9156000,Petrol,Automatic,Toyota,2012,Local Used,130825.0,2500.0
9450000,Petrol,Automatic,Toyota,2010,Local Used,291251.0,3500.0
4200000,Petrol,Automatic,Pontiac,2004,Local Used,299999.0,1800.0
3640000,Petrol,Automatic,Toyota,2002,Local Used,143799.0,2400.0
11550000,Petrol,Automatic,Volkswagen,2013,Local Used,150210.0,2000.0
10400000,Petrol,Automatic,Mercedes-Benz,2009,Local Used,130504.0,3500.0
2938950,Petrol,Automatic,Toyota,2001,Local Used,218055.0,3000.0
4620000,Petrol,Automatic,Lexus,2002,Local Used,239055.0,3000.0
4680000,Petrol,Automatic,Volkswagen,2008,Local Used,235252.0,2000.0
3675000,Petrol,Automatic,Mazda,2004,Local Used,233580.0,2300.0
4725000,Petrol,Automatic,Acura,2008,Local Used,195150.0,3700.0
5250000,Petrol,Automatic,Toyota,2004,Local Used,208509.0,3500.0
15750000,Petrol,Automatic,Hyundai,2017,Local Used,107508.0,2400.0
9620000,Petrol,Automatic,Kia,2014,Local Used,183081.0,2400.0
4410000,Petrol,Automatic,Volkswagen,2011,Local Used,179392.0,2000.0
8400000,Petrol,Automatic,Mercedes-Benz,2011,Local Used,120930.0,3500.0
2625000,Petrol,Automatic,Mercedes-Benz,2001,Local Used,99999.0,2000.0
4200000,Petrol,Automatic,Honda,2007,Local Used,315232.0,1800.0
7035000,Petrol,Automatic,Audi,2010,Local Used,208205.0,2000.0
10500000,Petrol,Automatic,Toyota,2009,Local Used,287460.0,2700.0
7800000,Petrol,Automatic,Toyota,2010,Local Used,163838.0,1800.0
4935000,Petrol,AMT,Mitsubishi,2007,Local Used,414047.0,3000.0
11550000,Petrol,Automatic,Jaguar,2013,Local Used,78181.0,2000.0
2520000,Petrol,Automatic,Mercedes-Benz,2000,Local Used,228834.0,3500.0
6510000,Petrol,Automatic,Hyundai,2011,Local Used,229823.0,1800.0
2835000,Petrol,Automatic,Honda,2004,Local Used,489852.0,3500.0
4410000,Petrol,Automatic,Toyota,2001,Local Used,89640.0,3500.0
4200000,Petrol,Automatic,Hyundai,2009,Local Used,61237.0,2000.0
8840000,Petrol,Automatic,Toyota,2005,Local Used,56381.0,3300.0
13650000,Petrol,Automatic,Infiniti,2013,Foreign Used,72286.0,3700.0
2730000,Petrol,Automatic,Nissan,2004,Local Used,190166.0,3500.0
3150000,Petrol,Automatic,Honda,2007,Local Used,142947.0,3000.0
5355000,Petrol,Automatic,Toyota,2007,Local Used,132851.0,2400.0
5775000,Petrol,Automatic,Hyundai,2010,Local Used,256184.0,1600.0
8320000,Petrol,Automatic,Toyota,2011,Local Used,176139.0,2400.0
5775000,Petrol,Automatic,Toyota,2008,Local Used,124695.0,2400.0
16275000,Petrol,Automatic,Honda,2016,Local Used,52771.0,2400.0
5200000,Petrol,Automatic,Toyota,2004,Local Used,293010.0,2400.0
10712000,Petrol,Automatic,Toyota,2012,Local Used,93699.0,2500.0
3045000,Petrol,Automatic,Nissan,2005,Local Used,98519.0,4000.0
3675000,Petrol,Automatic,Toyota,2004,Local Used,195683.0,2800.0
17680000,Petrol,Automatic,Toyota,2017,Local Used,170760.0,1800.0
6825000,Petrol,Automatic,Toyota,2010,Local Used,164213.0,1800.0
3675000,Petrol,Automatic,Ford,2010,Local Used,303758.0,4000.0
8295000,Petrol,Automatic,Lexus,2005,Local Used,125680.0,3300.0
4680000,Petrol,Automatic,Peugeot,2007,Local Used,108120.0,1600.0
8925000,Petrol,Automatic,Ford,2015,Foreign Used,306572.0,2500.0
4200000,Petrol,Automatic,Opel,2005,Local Used,136822.0,2200.0
11550000,Petrol,Automatic,Honda,2013,Local Used,117325.0,2500.0
13520000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,168620.0,3500.0
5200000,Petrol,Automatic,Nissan,2007,Local Used,116707.0,4000.0
11156250,Petrol,Automatic,Honda,2016,Local Used,125251.0,2400.0
4032000,Petrol,Automatic,Ford,2009,Local Used,328891.0,3000.0
4200000,Petrol,Automatic,Jeep,2004,Local Used,236885.0,3700.0
4372000,Petrol,Automatic,Honda,2009,Local Used,118059.0,2400.0
10710000,Petrol,Automatic,Mercedes-Benz,2010,Foreign Used,183295.0,3500.0
6968000,Petrol,Automatic,Toyota,2006,Local Used,124733.0,3300.0
6760000,Petrol,Automatic,Acura,2008,Local Used,190082.0,3700.0
19740000,Petrol,Automatic,Kia,2019,Local Used,156583.0,2400.0
4200000,Petrol,Automatic,Toyota,2004,Local Used,338724.0,1800.0
5250000,Petrol,Automatic,Toyota,2009,Local Used,412580.0,1800.0
5775000,Petrol,Automatic,Acura,2008,Local Used,184111.0,3700.0
8320000,Petrol,Automatic,Toyota,2010,Local Used,91697.0,1800.0
5775000,Petrol,Automatic,Toyota,2005,Local Used,199207.0,3300.0
5250000,Petrol,Automatic,Toyota,2005,Local Used,320994.0,3500.0
4998000,Petrol,Automatic,Toyota,2007,Local Used,271077.0,2500.0
19858125,Petrol,Automatic,Mercedes-Benz,2015,Local Used,31419.0,2000.0
4998000,Petrol,Automatic,Toyota,2007,Local Used,271077.0,2500.0
11550000,Petrol,Manual,Toyota,2007,Local Used,115098.0,2700.0
14700000,Petrol,Automatic,Mitsubishi,2015,Foreign Used,73628.0,2400.0
4620000,Petrol,Automatic,Nissan,2005,Foreign Used,50550.0,1400.0
7350000,Petrol,Manual,Honda,2011,Local Used,275967.0,1600.0
14560000,Petrol,Automatic,Land Rover,2015,Local Used,66581.0,2000.0
5250000,CNG,Automatic,Nissan,2005,Local Used,244348.0,4000.0
9880000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,288391.0,3000.0
25725000,Petrol,Automatic,Toyota,2017,Local Used,92987.0,3500.0
5145000,Petrol,Automatic,Toyota,2005,Local Used,184308.0,1800.0
4935000,Petrol,Automatic,Toyota,2008,Local Used,226519.0,3500.0
7875000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,172103.0,3500.0
4056000,Petrol,Automatic,Toyota,2003,Local Used,211812.0,3000.0
11960000,Petrol,Automatic,Toyota,2012,Local Used,357508.0,2500.0
6825000,Petrol,Manual,Peugeot,2008,Foreign Used,179007.0,1400.0
7800000,Petrol,Automatic,Toyota,2009,Local Used,262277.0,2300.0
13650000,Petrol,Automatic,Toyota,2007,Foreign Used,274664.0,2500.0
4160000,Petrol,Automatic,Toyota,2003,Local Used,572472.0,2400.0
26000000,Petrol,Automatic,Toyota,2008,Local Used,186587.0,4000.0
13980750,Petrol,Automatic,Mercedes-Benz,2015,Local Used,53999.0,2000.0
5565000,Petrol,Automatic,Toyota,2009,Local Used,109658.0,2500.0
11340000,Petrol,Automatic,Toyota,2011,Local Used,103320.0,3500.0
15750000,Petrol,Automatic,Kia,2023,Local Used,28403.0,1800.0
4200000,Petrol,Automatic,Toyota,2004,Local Used,482800.0,1800.0
4725000,Petrol,Automatic,Kia,2014,Local Used,108015.0,1300.0
6825000,Petrol,Automatic,Volvo,2008,Local Used,118791.0,3200.0
7800000,Petrol,Automatic,Lexus,2006,Local Used,88781.0,3000.0
17850000,Petrol,Automatic,Lexus,2013,Local Used,176349.0,3500.0
5616000,Petrol,Automatic,Toyota,2003,Local Used,235201.0,1800.0
6300000,Petrol,Automatic,Toyota,2007,Local Used,285915.0,3500.0
3120000,Petrol,Automatic,Toyota,2002,Local Used,177789.0,3000.0
8840000,Petrol,Automatic,Honda,2007,Local Used,146619.0,2400.0
8632000,Petrol,Automatic,Toyota,2008,Local Used,124968.0,2400.0
8840000,Petrol,Automatic,Toyota,2010,Local Used,181585.0,3500.0
4200000,Petrol,Automatic,Nissan,2006,Local Used,245326.0,4000.0
8820000,Petrol,Automatic,Toyota,2010,Foreign Used,542693.0,1800.0
4462500,Petrol,Automatic,Toyota,2007,Local Used,205008.0,3500.0
5775000,Petrol,Manual,Toyota,2008,Local Used,112520.0,1800.0
3990000,Petrol,Automatic,Volkswagen,2006,Local Used,231376.0,2800.0
3675000,Petrol,Automatic,Hyundai,2007,Local Used,374462.0,3300.0
3675000,Petrol,Automatic,Hyundai,2009,Local Used,179097.0,2000.0
6825000,Petrol,Automatic,Acura,2008,Local Used,344870.0,3200.0
3570000,Petrol,Automatic,Mercedes-Benz,2001,Local Used,215234.0,4300.0
15080000,Petrol,Automatic,Ford,2014,Local Used,140057.0,3500.0
11340000,Petrol,Automatic,Mercedes-Benz,2013,Local Used,212745.0,3500.0
3675000,Petrol,Automatic,Mercedes-Benz,2007,Local Used,193796.0,3500.0
6760000,Petrol,Automatic,Toyota,2003,Local Used,230368.0,4700.0
18900000,Petrol,Automatic,Toyota,2004,Local Used,150212.0,5400.0
7560000,Petrol,Automatic,Lexus,2008,Local Used,215350.0,3500.0
4680000,Petrol,Automatic,Toyota,2003,Local Used,297991.0,2000.0
5250000,Petrol,Automatic,Mazda,2012,Local Used,251972.0,3700.0
3360000,Petrol,Automatic,Nissan,2005,Local Used,251951.0,4000.0
8860000,Petrol,Automatic,Hyundai,2012,Local Used,215279.0,2400.0
3360000,Petrol,Automatic,Nissan,2005,Local Used,422001.0,2500.0
5775000,Petrol,Automatic,Toyota,2008,Local Used,370225.0,3500.0
