price,fuel_type,gear_type,Make,Year_of_manufacture,Condition,Mileage,Engine_size
6240000,Petrol,Automatic,Toyota,2004,Local Used,258947.0,3300.0
4200000,Petrol,Automatic,Hyundai,2006,Local Used,410275.0,2700.0
5775000,Petrol,Automatic,Toyota,2009,Local Used,184500.0,2400.0
18060000,Petrol,Automatic,Mercedes-Benz,2012,Local Used,288380.0,3500.0
4465125,Petrol,Automatic,Hyundai,2008,Local Used,106357.0,2700.0
6240000,Petrol,Automatic,Toyota,2003,Local Used,297809.0,3000.0
12495000,Petrol,Automatic,Honda,2011,Foreign Used,306802.0,3300.0
15750000,Petrol,Automatic,Kia,2015,Local Used,79703.0,1600.0
5775000,Petrol,Automatic,Toyota,2007,Local Used,196518.0,3500.0
5565000,Petrol,Automatic,Lexus,2005,Local Used,175242.0,3300.0
6825000,Petrol,Automatic,Toyota,2007,Local Used,97727.0,3500.0
12600000,Diesel,Manual,Toyota,2001,Local Used,25147.0,3000.0
20475000,Petrol,Automatic,Lexus,2012,Foreign Used,130403.0,3500.0
21000000,Petrol,Automatic,Nissan,2017,Local Used,67827.0,2500.0
18375000,Petrol,Automatic,Honda,2017,Foreign Used,47406.0,2400.0
5712000,Petrol,Automatic,Toyota,2008,Local Used,430831.0,3500.0
7280000,Petrol,Automatic,Toyota,2007,Local Used,93713.0,3500.0
5250000,Hybrid,Automatic,Toyota,2007,Local Used,291329.0,2400.0
6552000,Petrol,Automatic,Toyota,2010,Local Used,108582.0,1800.0
9975000,Petrol,Automatic,Lexus,2008,Foreign Used,416876.0,3500.0
5512000,Petrol,Automatic,Pontiac,2005,Local Used,210620.0,1800.0
8320000,Petrol,Automatic,Mercedes-Benz,2006,Local Used,239685.0,3500.0
5200000,Petrol,Automatic,Toyota,2005,Local Used,183364.0,1800.0
10500000,Petrol,Automatic,Cadillac,2011,Local Used,248254.0,3000.0
5880000,Petrol,Automatic,Lexus,2008,Local Used,223579.0,3000.0
27040000,Petrol,Automatic,Mercedes-Benz,2016,Foreign Used,126375.0,2000.0
7350000,Petrol,Automatic,Toyota,2008,Local Used,103125.0,2400.0
12600000,Petrol,Automatic,Hyundai,2015,Local Used,189866.0,2400.0
22680000,Petrol,Automatic,Hyundai,2017,Foreign Used,176502.0,2400.0
11960000,Petrol,Automatic,Toyota,2011,Foreign Used,197506.0,2500.0
15750000,Petrol,Automatic,Kia,2015,Local Used,79703.0,1600.0
7800000,Petrol,Automatic,Toyota,2010,Local Used,234136.0,1800.0
8925000,Petrol,Automatic,Mercedes-Benz,2008,Foreign Used,204129.0,3500.0
18720000,Petrol,Automatic,Toyota,2016,Foreign Used,272736.0,1800.0
3990000,Petrol,Automatic,Mercedes-Benz,2006,Local Used,214481.0,3500.0
17010000,Petrol,CVT,Acura,2014,Local Used,197981.0,3500.0
4515000,Petrol,Automatic,Toyota,2002,Local Used,433165.0,1800.0
13650000,Petrol,Automatic,Toyota,2012,Local Used,97346.0,3000.0
16800000,Petrol,Automatic,Lexus,2013,Local Used,197623.0,3500.0
11960000,Petrol,Automatic,Toyota,2009,Local Used,197561.0,3500.0
6300000,Petrol,Manual,Toyota,2006,Local Used,170070.0,1600.0
10500000,Petrol,Automatic,Kia,2016,Local Used,76216.0,1600.0
5985000,Petrol,Automatic,Toyota,2007,Local Used,164472.0,3500.0
7350000,Petrol,Automatic,Toyota,2010,Local Used,236476.0,1800.0
19425000,Petrol,CVT,Honda,2018,Local Used,175984.0,1500.0
4200000,Petrol,Automatic,Lexus,2002,Local Used,157914.0,3000.0
13520000,Petrol,Automatic,Toyota,2010,Local Used,168266.0,3500.0
6615000,Petrol,Automatic,Toyota,2010,Local Used,250828.0,2500.0
4992000,Petrol,Automatic,Toyota,2004,Local Used,262360.0,1800.0
9256000,Petrol,Automatic,Lexus,2006,Local Used,171452.0,3500.0
4116000,Petrol,Automatic,Toyota,2004,Local Used,324871.0,1800.0
14700000,Petrol,Automatic,Land Rover,2015,Foreign Used,120431.0,2000.0
13104000,Petrol,Automatic,Toyota,2013,Local Used,96977.0,3500.0
10027500,Petrol,Automatic,Mercedes-Benz,2010,Local Used,81362.0,3500.0
5565000,Petrol,Automatic,Toyota,2005,Foreign Used,408073.0,2400.0
4725000,Petrol,Automatic,Toyota,2004,Local Used,167842.0,1800.0
3675000,Petrol,Automatic,Nissan,2007,Local Used,351497.0,3500.0
4725000,Petrol,Automatic,Toyota,2003,Local Used,272303.0,1800.0
5616000,Petrol,Automatic,Pontiac,2003,Local Used,299999.0,1800.0
9282000,Petrol,Automatic,Toyota,2007,Foreign Used,230154.0,3500.0
25410000,Petrol,Automatic,Land Rover,2011,Foreign Used,270842.0,5000.0
10657500,Petrol,Automatic,Toyota,2012,Foreign Used,163510.0,2500.0
8400000,Petrol,Automatic,Lexus,2007,Local Used,163460.0,3500.0
3990000,Petrol,Automatic,Lexus,1999,Local Used,228373.0,3000.0
24150000,Petrol,Automatic,Land Rover,2014,Local Used,95226.0,3000.0
10500000,Petrol,Automatic,Toyota,2011,Local Used,220672.0,3500.0
26250000,Petrol,Automatic,Toyota,2018,Foreign Used,137358.0,2500.0
9502500,Petrol,Automatic,Mercedes-Benz,2010,Local Used,174697.0,5500.0
11550000,Petrol,Automatic,Acura,2010,Foreign Used,80476.0,2300.0
8840000,Petrol,Automatic,Toyota,2011,Local Used,183157.0,1800.0
9817500,Petrol,Automatic,Toyota,2012,Local Used,89778.0,2500.0
22050000,Petrol,Automatic,Honda,2018,Local Used,101273.0,2400.0
4725000,Petrol,Automatic,Lexus,1999,Local Used,617849.0,3000.0
4725000,Petrol,Automatic,Lexus,1999,Local Used,617849.0,3000.0
4680000,Petrol,Automatic,Toyota,2004,Local Used,387327.0,3000.0
13650000,Petrol,Automatic,Land Rover,2010,Local Used,83394.0,4000.0
9030000,Petrol,Automatic,Toyota,2013,Local Used,206222.0,1800.0
12075000,Petrol,Automatic,Toyota,2009,Local Used,147713.0,2700.0
22500000,Petrol,Automatic,Mercedes-Benz,2013,Local Used,170469.0,3500.0
14910000,Petrol,Automatic,Honda,2015,Foreign Used,93628.0,3500.0
8400000,Petrol,Automatic,Chrysler,2007,Local Used,97558.0,2400.0
10500000,Petrol,Automatic,Toyota,2009,Local Used,181029.0,3500.0
9152000,Petrol,Automatic,Lexus,2004,Local Used,159995.0,3300.0
17745000,Petrol,Automatic,Toyota,2017,Foreign Used,171412.0,2500.0
8925000,Petrol,Manual,Toyota,2011,Local Used,402014.0,1800.0
4368000,Petrol,Automatic,Toyota,2003,Local Used,345284.0,2400.0
11025000,Petrol,Automatic,Toyota,2008,Local Used,155599.0,3500.0
17745000,Petrol,Automatic,Toyota,2017,Foreign Used,171412.0,2500.0
9135000,Petrol,Automatic,Hyundai,2012,Foreign Used,228319.0,2000.0
16800000,Petrol,Automatic,Lexus,2013,Local Used,145483.0,3800.0
6136000,Petrol,Automatic,Toyota,2002,Local Used,108293.0,3000.0
13387500,Petrol,Automatic,Honda,2014,Foreign Used,313892.0,2400.0
5460000,Petrol,Automatic,Nissan,2014,Local Used,157875.0,2500.0
8400000,Petrol,Automatic,Nissan,2012,Foreign Used,109007.0,2500.0
7665000,Petrol,Automatic,Hyundai,2015,Local Used,174319.0,1800.0
7875000,Petrol,Automatic,Toyota,2005,Foreign Used,273985.0,2400.0
6240000,Petrol,Automatic,Honda,2009,Local Used,133922.0,2400.0
7875000,Petrol,Automatic,Toyota,2005,Foreign Used,273985.0,2400.0
11960000,Petrol,Automatic,Toyota,2011,Foreign Used,105335.0,2500.0
22050000,Petrol,Automatic,BMW,2015,Local Used,20655.0,2000.0
11960000,Petrol,Automatic,Toyota,2009,Foreign Used,241435.0,2300.0
7800000,Petrol,Automatic,Honda,2007,Foreign Used,241397.0,3500.0
4935000,Petrol,Automatic,Toyota,2008,Local Used,225158.0,3800.0
6132000,Petrol,Automatic,Toyota,2006,Local Used,173720.0,3500.0
5040000,Petrol,Automatic,Toyota,2006,Local Used,307699.0,3300.0
4725000,Petrol,Automatic,Mercedes-Benz,1984,Local Used,310058.0,1800.0
21736000,Petrol,Automatic,Toyota,2013,Foreign Used,116522.0,3500.0
7350000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,248617.0,3000.0
15645000,Petrol,Automatic,Toyota,2016,Local Used,113286.0,2500.0
6982500,Petrol,Automatic,Honda,2010,Local Used,257973.0,3500.0
11025000,Petrol,Automatic,Lexus,2008,Foreign Used,472009.0,3500.0
10500000,Petrol,Automatic,Toyota,2012,Local Used,160756.0,3500.0
7140000,Petrol,Automatic,Lexus,2008,Local Used,241140.0,2500.0
5720000,Petrol,Automatic,Lexus,2004,Local Used,526141.0,3300.0
4725000,Petrol,Automatic,Ford,2009,Local Used,288963.0,3500.0
2415000,Petrol,Automatic,Nissan,2000,Local Used,333355.0,4000.0
21000000,Petrol,Automatic,Nissan,2017,Local Used,67827.0,2500.0
12600000,Petrol,Automatic,GMC,2015,Local Used,219745.0,3500.0
8925000,Petrol,Automatic,Toyota,2004,Foreign Used,209453.0,2000.0
2600000,Petrol,Automatic,Honda,2000,Local Used,65900.0,2000.0
4368000,Petrol,Automatic,Toyota,2005,Local Used,275315.0,1800.0
14700000,Petrol,Automatic,Mercedes-Benz,2013,Local Used,177275.0,3500.0
3990000,Petrol,Automatic,Mercedes-Benz,2006,Local Used,214481.0,3500.0
3948000,Petrol,Automatic,Toyota,2003,Local Used,75927.0,2400.0
7300000,Petrol,Automatic,Toyota,2009,Local Used,278845.0,3500.0
6552000,Petrol,Automatic,Toyota,2010,Local Used,108582.0,1800.0
20475000,Petrol,Automatic,Lexus,2012,Foreign Used,125473.0,3500.0
5250000,Petrol,Automatic,Toyota,2003,Local Used,212613.0,3000.0
4680000,Petrol,Automatic,Toyota,2003,Local Used,164034.0,2400.0
15750000,Petrol,Automatic,Land Rover,2010,Local Used,327677.0,5000.0
3780000,Petrol,Automatic,Nissan,2005,Local Used,162037.0,3500.0
11960000,Petrol,Automatic,Lexus,2010,Local Used,273619.0,3500.0
7140000,Petrol,Automatic,Toyota,2008,Foreign Used,184079.0,3500.0
6240000,Petrol,Automatic,Lexus,2005,Local Used,216264.0,3300.0
7586250,Petrol,Automatic,Lexus,2008,Local Used,284738.0,2500.0
13967625,Petrol,Automatic,Toyota,2015,Foreign Used,417826.0,1800.0
24675000,Petrol,Automatic,Honda,2018,Local Used,74225.0,2400.0
4992000,Petrol,Automatic,Honda,2008,Local Used,140341.0,2400.0
6090000,Petrol,Automatic,Toyota,2007,Local Used,51019.0,3500.0
24811500,Petrol,Automatic,Mercedes-Benz,2015,Foreign Used,111701.0,2000.0
12480000,Petrol,Automatic,Honda,2013,Local Used,185220.0,2400.0
6300000,Petrol,Automatic,Toyota,2007,Local Used,612799.0,3500.0
13650000,Petrol,Automatic,Toyota,2011,Foreign Used,364528.0,3500.0
5250000,Petrol,Automatic,Jeep,2002,Local Used,369766.0,3500.0
6510000,Petrol,Automatic,Lexus,2004,Local Used,352654.0,3300.0
11250000,Petrol,Automatic,Toyota,2013,Local Used,110143.0,2500.0
16640000,Petrol,Automatic,Toyota,2011,Foreign Used,102286.0,3500.0
4992000,Petrol,Automatic,Honda,2008,Local Used,140341.0,2400.0
11700000,Petrol,Automatic,Toyota,2009,Foreign Used,51788.0,2400.0
9360000,Petrol,Automatic,Lexus,2005,Local Used,109777.0,4700.0
2835000,Petrol,Automatic,Honda,2005,Local Used,432067.0,2400.0
9450000,Petrol,Automatic,Lexus,2006,Local Used,188160.0,4700.0
3045000,Petrol,Automatic,Toyota,2000,Local Used,333485.0,3000.0
9360000,Petrol,Automatic,Lexus,2005,Local Used,109777.0,4700.0
9450000,Petrol,Automatic,Lexus,2006,Local Used,188160.0,4700.0
2835000,Petrol,Automatic,Honda,2005,Local Used,432067.0,2400.0
8320000,Petrol,Automatic,Toyota,2010,Local Used,168989.0,1800.0
7280000,Petrol,Automatic,Toyota,2007,Local Used,167515.0,2400.0
5040000,Petrol,Automatic,Toyota,2006,Local Used,307699.0,3300.0
8400000,Petrol,Automatic,Toyota,2013,Local Used,110998.0,1800.0
5712000,Petrol,Automatic,Toyota,2007,Local Used,204233.0,2400.0
7875000,Petrol,Automatic,Nissan,2011,Local Used,86319.0,3500.0
11550000,Petrol,Automatic,Toyota,2012,Foreign Used,221203.0,2500.0
8840000,Petrol,Automatic,Lexus,2007,Local Used,108199.0,3500.0
8840000,Petrol,Automatic,Lexus,2007,Local Used,108199.0,3500.0
11000000,Petrol,Automatic,Toyota,2009,Foreign Used,247624.0,1800.0
7980000,Petrol,Automatic,Nissan,2013,Foreign Used,67728.0,1600.0
12168000,Petrol,Automatic,Toyota,2011,Foreign Used,482890.0,1600.0
12600000,Petrol,Automatic,Honda,2015,Local Used,105762.0,3500.0
11960000,Petrol,Automatic,Toyota,2011,Foreign Used,105335.0,2500.0
3622500,Petrol,Automatic,Toyota,2006,Local Used,392750.0,2400.0
10500000,Petrol,Automatic,Toyota,2009,Foreign Used,246089.0,3500.0
13520000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,276967.0,3500.0
9880000,Petrol,Automatic,Hyundai,2013,Local Used,254735.0,2000.0
3780000,Petrol,Automatic,Toyota,2004,Local Used,359907.0,1800.0
13125000,Petrol,Automatic,Toyota,2013,Foreign Used,285311.0,2500.0
6825000,Petrol,Automatic,Jeep,2004,Local Used,293768.0,4000.0
18375000,Petrol,Automatic,Honda,2017,Foreign Used,47406.0,2400.0
7072000,Petrol,Automatic,Toyota,2008,Local Used,214105.0,3500.0
14700000,Petrol,Automatic,Honda,2014,Foreign Used,220548.0,2400.0
14726250,Petrol,Automatic,Mercedes-Benz,2013,Foreign Used,2290.0,3500.0
9765000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,87848.0,3500.0
7280000,Petrol,Automatic,Toyota,2007,Local Used,453816.0,2400.0
6136000,Petrol,Automatic,Toyota,2002,Local Used,108293.0,3000.0
7696000,Petrol,Automatic,Honda,2010,Local Used,182048.0,3500.0
9750000,Petrol,Automatic,Lexus,2009,Local Used,310039.0,3500.0
3675000,Petrol,Automatic,Toyota,2007,Local Used,396468.0,1800.0
5460000,Petrol,Automatic,Toyota,2007,Local Used,164884.0,3500.0
16800000,Petrol,Automatic,Toyota,2009,Foreign Used,416168.0,2500.0
4725000,Petrol,Automatic,Pontiac,2004,Local Used,273545.0,1800.0
3780000,Petrol,Automatic,Toyota,2004,Local Used,359907.0,1800.0
3150000,Petrol,Automatic,Toyota,1992,Local Used,257335.0,3000.0
24960000,Petrol,Automatic,Lexus,2010,Foreign Used,152341.0,3500.0
11250000,Petrol,Automatic,Toyota,2013,Local Used,110143.0,2500.0
10500000,Petrol,Automatic,Lexus,2005,Foreign Used,216314.0,3000.0
22050000,Petrol,Automatic,Lexus,2013,Foreign Used,178385.0,3500.0
17680000,Petrol,Automatic,Hyundai,2015,Foreign Used,104041.0,2000.0
7665000,Petrol,Automatic,Lexus,2004,Local Used,207846.0,3500.0
7875000,Petrol,Automatic,Toyota,2011,Local Used,342688.0,2500.0
11440000,Petrol,Automatic,Toyota,2008,Local Used,303053.0,3500.0
11440000,Petrol,Automatic,Toyota,2008,Local Used,303053.0,3500.0
20280000,Petrol,Automatic,Mercedes-Benz,2010,Foreign Used,172614.0,3500.0
11340000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,118399.0,3500.0
11440000,Petrol,Automatic,Honda,2013,Local Used,91349.0,2400.0
8400000,Petrol,Automatic,Kia,2013,Local Used,108687.0,3000.0
18720000,Petrol,Automatic,Lexus,2013,Local Used,127147.0,3500.0
4725000,Petrol,Automatic,Honda,2010,Local Used,175374.0,2400.0
4680000,Petrol,Automatic,Toyota,2004,Local Used,258989.0,2400.0
3780000,Petrol,Automatic,Toyota,2004,Local Used,359907.0,1800.0
12480000,Petrol,Automatic,Mercedes-Benz,2010,Foreign Used,215962.0,3000.0
12600000,Petrol,Automatic,Toyota,2017,Local Used,199488.0,2500.0
8400000,Petrol,Automatic,Honda,2013,Local Used,287045.0,3500.0
18375000,Petrol,Automatic,Mercedes-Benz,2009,Foreign Used,249528.0,3500.0
4680000,Petrol,Automatic,Lexus,2002,Local Used,63667.0,3000.0
9360000,Petrol,Automatic,Lexus,2008,Local Used,203295.0,3500.0
10500000,Petrol,Automatic,Toyota,2012,Local Used,125485.0,2500.0
11440000,Petrol,Automatic,Honda,2013,Local Used,91349.0,2400.0
4725000,Petrol,Automatic,Toyota,2006,Local Used,326084.0,3500.0
6032000,Petrol,Automatic,Toyota,2004,Local Used,4223843.0,3500.0
10500000,Petrol,Automatic,Mercedes-Benz,2014,Foreign Used,210544.0,2000.0
4725000,Petrol,Automatic,Toyota,2004,Local Used,167842.0,1800.0
8925000,Petrol,Automatic,Ford,2009,Local Used,307890.0,4000.0
23835000,Petrol,Automatic,Toyota,2017,Foreign Used,452454.0,3500.0
7875000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,112846.0,3000.0
4900350,Petrol,Automatic,Honda,2010,Local Used,106777.0,3500.0
5040000,Petrol,Automatic,Toyota,2005,Local Used,88256.0,1800.0
17850000,Petrol,Automatic,Toyota,2012,Local Used,141600.0,4000.0
12480000,Petrol,Automatic,Mercedes-Benz,2010,Foreign Used,215962.0,3000.0
5040000,Petrol,Automatic,Toyota,2006,Local Used,843332.0,3300.0
7280000,Petrol,Automatic,Toyota,2008,Local Used,78203.0,2400.0
6240000,Petrol,Automatic,Honda,2009,Local Used,133922.0,2400.0
7696000,Hybrid,Automatic,Toyota,2007,Local Used,392011.0,2400.0
14175000,Petrol,Automatic,Hyundai,2016,Foreign Used,159646.0,2400.0
4725000,Petrol,Automatic,Toyota,2003,Local Used,176718.0,1800.0
4200000,Petrol,Automatic,Kia,2004,Local Used,216659.0,1800.0
12232500,Petrol,AMT,Hyundai,2013,Foreign Used,332737.0,1800.0
12029850,Petrol,Automatic,Mercedes-Benz,2011,Local Used,303695.0,3500.0
15750000,Petrol,Automatic,Toyota,2015,Foreign Used,89582.0,2500.0
3675000,Petrol,Automatic,Nissan,2002,Local Used,258085.0,2000.0
11156250,Petrol,Automatic,Toyota,2008,Foreign Used,292429.0,2400.0
12600000,Petrol,Automatic,Honda,2009,Foreign Used,325325.0,3500.0
11440000,Petrol,Automatic,Toyota,2010,Foreign Used,171419.0,1800.0
6300000,Petrol,Automatic,Peugeot,2002,Local Used,746646.0,2000.0
7800000,Petrol,Automatic,Toyota,2007,Local Used,46324.0,3500.0
6552000,Petrol,Automatic,Lexus,2006,Local Used,122685.0,3300.0
4725000,Petrol,Automatic,Toyota,2003,Local Used,176718.0,1800.0
26250000,Petrol,Automatic,Toyota,2016,Local Used,92953.0,3500.0
18720000,Petrol,Automatic,Mercedes-Benz,2015,Local Used,82228.0,3500.0
8400000,Petrol,Automatic,Nissan,2007,Foreign Used,148114.0,2000.0
26250000,Petrol,Automatic,Toyota,2013,Local Used,161598.0,4000.0
10500000,Petrol,CVT,Honda,2009,Local Used,192371.0,3500.0
12480000,Petrol,Automatic,Honda,2007,Foreign Used,342726.0,3500.0
10290000,Petrol,Automatic,Toyota,2007,Foreign Used,152226.0,2400.0
18720000,Petrol,Automatic,Mercedes-Benz,2014,Local Used,289789.0,3500.0
15750000,Petrol,Automatic,Toyota,2015,Local Used,220601.0,2700.0
4620000,Petrol,Manual,Kia,2009,Local Used,139227.0,1600.0
7665000,Petrol,Automatic,Toyota,2011,Local Used,152539.0,2400.0
13312000,Petrol,Automatic,Toyota,2011,Foreign Used,228980.0,2500.0
4200000,Petrol,Automatic,Toyota,2003,Local Used,321753.0,1800.0
17850000,Petrol,Automatic,Toyota,2016,Foreign Used,182316.0,2500.0
24097500,Petrol,Automatic,Hyundai,2017,Foreign Used,103153.0,3800.0
9880000,Petrol,Automatic,Toyota,2013,Local Used,72122.0,1800.0
16957500,Petrol,Automatic,Toyota,2009,Foreign Used,316248.0,3500.0
11130000,Petrol,Automatic,Toyota,2014,Local Used,167804.0,1800.0
16957500,Petrol,Automatic,Toyota,2009,Foreign Used,316248.0,3500.0
11130000,Petrol,Automatic,Toyota,2014,Local Used,167804.0,1800.0
4725000,Petrol,Automatic,Toyota,2003,Local Used,176718.0,1800.0
3528000,Petrol,Automatic,Lexus,2000,Local Used,285227.0,3000.0
6825000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,332055.0,3500.0
8400000,Petrol,Automatic,Dodge,2011,Local Used,114926.0,3600.0
12600000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,145109.0,3500.0
18900000,Petrol,Automatic,Toyota,2010,Foreign Used,119748.0,3500.0
17160000,Petrol,Automatic,Toyota,2016,Foreign Used,71055.0,1800.0
7072000,Petrol,Automatic,Toyota,2008,Local Used,197007.0,2400.0
11440000,Petrol,Automatic,Toyota,2008,Local Used,245339.0,3500.0
7875000,Petrol,Automatic,Toyota,2008,Foreign Used,103765.0,3500.0
9975000,Petrol,Automatic,Lexus,2010,Local Used,121948.0,3500.0
14700000,Petrol,Automatic,Volkswagen,2008,Foreign Used,193566.0,3800.0
10400000,Petrol,Automatic,Toyota,2008,Foreign Used,84885.0,2400.0
7488000,Petrol,Automatic,Toyota,2007,Local Used,241190.0,2400.0
4889333,Petrol,Automatic,Toyota,2004,Local Used,110478.0,1800.0
7280000,Petrol,Automatic,Toyota,2007,Local Used,282899.0,2400.0
4368000,Petrol,Automatic,Toyota,2003,Local Used,345284.0,2400.0
4200000,Petrol,Automatic,Toyota,2003,Local Used,196084.0,2400.0
22880000,Petrol,Automatic,Toyota,2015,Foreign Used,351280.0,3500.0
8840000,Petrol,Automatic,Lexus,2008,Local Used,279835.0,3500.0
5250000,Petrol,Automatic,Mercedes-Benz,2001,Local Used,65015.0,3700.0
12390000,Petrol,Automatic,Hyundai,2012,Foreign Used,203293.0,2400.0
26250000,Petrol,Automatic,Mercedes-Benz,2012,Foreign Used,261108.0,3500.0
19760000,Petrol,Automatic,Honda,2016,Foreign Used,251496.0,2400.0
11025000,Petrol,Automatic,Toyota,2008,Local Used,87505.0,3500.0
24000000,Petrol,Automatic,Mercedes-Benz,2015,Local Used,177096.0,3000.0
6552000,Petrol,Automatic,Toyota,2004,Local Used,317033.0,3300.0
23835000,Petrol,Automatic,Toyota,2017,Foreign Used,452454.0,3500.0
18720000,Petrol,Automatic,Mercedes-Benz,2012,Foreign Used,275094.0,3500.0
20475000,Petrol,Automatic,Mercedes-Benz,2015,Foreign Used,129967.0,2000.0
8829600,Petrol,Automatic,Toyota,2010,Local Used,106035.0,2500.0
6300000,Petrol,Automatic,Toyota,2012,Local Used,280171.0,1800.0
23835000,Petrol,Automatic,Toyota,2017,Foreign Used,452454.0,3500.0
20475000,Petrol,Automatic,Mercedes-Benz,2015,Foreign Used,129967.0,2000.0
8829600,Petrol,Automatic,Toyota,2010,Local Used,106035.0,2500.0
22575000,Petrol,Automatic,Lexus,2015,Foreign Used,205124.0,3500.0
15392000,Petrol,Automatic,Ford,2014,Foreign Used,256964.0,3500.0
15600000,Petrol,Automatic,Toyota,2014,Foreign Used,176168.0,2500.0
26000000,Petrol,Automatic,Toyota,2015,Foreign Used,169626.0,3500.0
6300000,Petrol,Automatic,Lexus,2006,Local Used,203166.0,2500.0
11960000,Petrol,Automatic,Hyundai,2011,Foreign Used,85262.0,2400.0
9360000,Petrol,Automatic,Lexus,2004,Local Used,144718.0,3300.0
6300000,Petrol,Automatic,Hyundai,2011,Local Used,236180.0,2400.0
5775000,Petrol,Automatic,Mercedes-Benz,2011,Local Used,54016.0,3000.0
9256000,Petrol,Automatic,Lexus,2008,Local Used,93852.0,3500.0
22050000,Petrol,Automatic,Lexus,2014,Foreign Used,157948.0,3500.0
12600000,Petrol,Automatic,Lexus,2007,Foreign Used,253049.0,3500.0
16800000,Petrol,Automatic,Toyota,2015,Foreign Used,134027.0,2500.0
9360000,Petrol,Automatic,Hyundai,2015,Local Used,117529.0,2400.0
16016000,Petrol,Automatic,Toyota,2015,Local Used,142230.0,2500.0
20280000,Petrol,Automatic,Toyota,2012,Foreign Used,71969.0,3500.0
11960000,Petrol,Automatic,Toyota,2009,Foreign Used,241435.0,2300.0
3528000,Petrol,Automatic,Lexus,2000,Local Used,285227.0,3000.0
9880000,Petrol,Automatic,Lexus,2008,Local Used,181387.0,3500.0
15600000,Petrol,Automatic,Lexus,2009,Foreign Used,177627.0,3500.0
21018375,Petrol,Automatic,Toyota,2015,Foreign Used,207513.0,2700.0
23920000,Petrol,Automatic,Mercedes-Benz,2014,Local Used,142825.0,3500.0
21000000,Petrol,Automatic,Toyota,2015,Foreign Used,261328.0,2500.0
6240000,Petrol,Automatic,Toyota,2004,Local Used,300668.0,3300.0
6825000,Petrol,Automatic,Toyota,2007,Local Used,97727.0,3500.0
6237000,Petrol,Automatic,Toyota,2008,Local Used,192969.0,1800.0
23400000,Petrol,Automatic,Toyota,2015,Foreign Used,170149.0,3500.0
21736000,Petrol,Automatic,Toyota,2013,Foreign Used,116522.0,3500.0
5460000,Petrol,Automatic,Toyota,2007,Local Used,164884.0,3500.0
17325000,Petrol,Automatic,Hyundai,2015,Foreign Used,199311.0,2400.0
13520000,Petrol,Automatic,Hyundai,2014,Local Used,155362.0,2400.0
16640000,Petrol,Automatic,Lexus,2011,Foreign Used,129740.0,3500.0
6800000,Petrol,Automatic,Toyota,2008,Local Used,217465.0,2400.0
16120000,Petrol,Automatic,Honda,2014,Foreign Used,271251.0,2400.0
6615000,Petrol,Automatic,Hyundai,2006,Local Used,325678.0,2700.0
10500000,Petrol,Automatic,Toyota,2004,Foreign Used,115614.0,3300.0
11025000,Petrol,Automatic,Toyota,2015,Local Used,115798.0,1800.0
6240000,Petrol,Automatic,Lexus,2004,Local Used,321253.0,3300.0
12495000,Petrol,Automatic,Honda,2011,Foreign Used,306802.0,3300.0
6300000,Petrol,Automatic,Toyota,2012,Local Used,280171.0,1800.0
15618750,Petrol,Automatic,Mercedes-Benz,2011,Foreign Used,128980.0,3500.0
15658333,Petrol,Automatic,Toyota,2015,Foreign Used,206199.0,1800.0
14560000,Petrol,Automatic,Toyota,2012,Foreign Used,97810.0,2500.0
8437500,Petrol,Automatic,Toyota,2010,Local Used,105260.0,2500.0
19950000,Petrol,Automatic,Toyota,2013,Foreign Used,282764.0,3500.0
13125000,Petrol,Automatic,Nissan,2011,Foreign Used,139418.0,3500.0
9360000,Petrol,Automatic,Toyota,2011,Local Used,205802.0,2500.0
6510000,Petrol,Automatic,Lexus,2004,Local Used,352654.0,3300.0
20081250,Petrol,Automatic,Lexus,2011,Foreign Used,138691.0,3500.0
23205000,Petrol,Automatic,Toyota,2015,Local Used,100751.0,3500.0
5460000,Petrol,Automatic,Toyota,2007,Local Used,164884.0,3500.0
8008000,Petrol,Automatic,Toyota,2010,Local Used,160898.0,2400.0
18900000,Petrol,Automatic,Toyota,2011,Foreign Used,144796.0,2500.0
7350000,Petrol,Automatic,Toyota,2011,Local Used,172580.0,2500.0
24960000,Petrol,Automatic,Mercedes-Benz,2013,Local Used,222702.0,3500.0
6510000,Petrol,Automatic,Lexus,2004,Local Used,352654.0,3300.0
8437500,Petrol,Automatic,Toyota,2010,Local Used,105260.0,2500.0
19240000,Petrol,Automatic,Lexus,2011,Local Used,200137.0,3500.0
3528000,Petrol,Automatic,Lexus,2000,Local Used,285227.0,3000.0
10940800,Petrol,Automatic,Lexus,2011,Local Used,75879.0,3500.0
3528000,Petrol,Automatic,Lexus,2000,Local Used,285227.0,3000.0
10940800,Petrol,Automatic,Lexus,2011,Local Used,75879.0,3500.0
23625000,Petrol,Automatic,Toyota,2015,Foreign Used,130106.0,2700.0
6300000,Petrol,Automatic,Lexus,2006,Local Used,203166.0,2500.0
4536000,Petrol,Automatic,Mercedes-Benz,2006,Local Used,400361.0,3500.0
