price,fuel_type,gear_type,Make,Year_of_manufacture,Condition,Mileage,Engine_size,Selling_Condition,Bought_Condition
6825000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,187534.0,3500.0,Registered,Imported
24990000,Petrol,Automatic,Toyota,2017,Foreign Used,56650.0,2500.0,Imported,Imported
6448000,Petrol,Automatic,Lexus,2005,Local Used,149808.0,3300.0,Registered,Registered
30450000,Petrol,Automatic,Toyota,2019,Foreign Used,313285.0,2500.0,Imported,Imported
10400000,Petrol,Automatic,Lexus,2008,Local Used,138482.0,3500.0,Registered,Registered
9360000,Petrol,Automatic,Lexus,2005,Local Used,256074.0,4700.0,Registered,Registered
9450000,Petrol,Automatic,Ford,2008,Local Used,2554468.0,4600.0,Registered,Imported
9360000,Petrol,Automatic,Lexus,2004,Local Used,200339.0,3300.0,Registered,Imported
13650000,Petrol,Automatic,Honda,2013,Foreign Used,238318.0,3500.0,Imported,Imported
14700000,Petrol,Automatic,Mercedes-Benz,2013,Foreign Used,184372.0,3500.0,Imported,Imported
7280000,Petrol,Automatic,Toyota,2007,Local Used,154807.0,2400.0,Registered,Registered
5775000,Petrol,Automatic,Toyota,2007,Local Used,420905.0,3500.0,Registered,Registered
12600000,Petrol,CVT,Toyota,2014,Local Used,108675.0,1800.0,Registered,Imported
15600000,Petrol,Automatic,Toyota,2013,Foreign Used,186545.0,2500.0,Imported,Imported
6300000,Petrol,Automatic,Toyota,2006,Local Used,154275.0,4700.0,Registered,Imported
16432000,Petrol,Automatic,Toyota,2012,Local Used,220251.0,3500.0,Registered,Imported
17535000,Petrol,Automatic,Toyota,2006,Foreign Used,346912.0,4000.0,Imported,Imported
6720000,Petrol,Automatic,Lexus,2006,Local Used,165700.0,2500.0,Registered,Registered
13335000,Petrol,Automatic,Toyota,2011,Foreign Used,286206.0,2500.0,Imported,Imported
6800000,Petrol,Automatic,Toyota,2007,Local Used,79171.0,2400.0,Registered,Registered
12272000,Petrol,Automatic,Toyota,2010,Local Used,69219.0,3500.0,Registered,Imported
13650000,Petrol,Automatic,Toyota,2013,Local Used,117085.0,2500.0,Registered,Imported
64050000,Petrol,Automatic,Land Rover,2018,Foreign Used,39584.0,3000.0,Imported,Imported
4725000,Petrol,Automatic,Toyota,2005,Local Used,205682.0,4000.0,Registered,Registered
6825000,Petrol,Automatic,Toyota,2004,Local Used,148294.0,4700.0,Registered,Registered
12375000,Petrol,Automatic,Lexus,2009,Local Used,110002.0,3500.0,Registered,Registered
6300000,Petrol,Automatic,Honda,2007,Local Used,352142.0,2400.0,Registered,Registered
11550000,Petrol,Automatic,Hyundai,2007,Foreign Used,191165.0,2700.0,Imported,Imported
7875000,Petrol,Automatic,Lexus,2008,Local Used,171032.0,3500.0,Registered,Registered
15750000,Petrol,Automatic,Hyundai,2015,Foreign Used,75680.0,2400.0,Imported,Imported
14040000,Petrol,Automatic,Toyota,2015,Local Used,107986.0,3500.0,Registered,Imported
6300000,Petrol,Automatic,Toyota,2007,Local Used,183472.0,3500.0,Registered,Registered
19125000,Petrol,Automatic,Hyundai,2013,Foreign Used,95433.0,2000.0,Imported,Imported
18720000,Petrol,Automatic,Lexus,2010,Local Used,225969.0,3500.0,Registered,Registered
3640000,Petrol,Automatic,Honda,2004,Local Used,188518.0,3500.0,Registered,Imported
19125000,Petrol,Automatic,Hyundai,2013,Foreign Used,95433.0,2000.0,Imported,Imported
15750000,Petrol,Automatic,Hyundai,2017,Foreign Used,153888.0,2400.0,Imported,Imported
6300000,Petrol,Automatic,Toyota,2007,Local Used,183472.0,3500.0,Registered,Registered
24440000,Petrol,Automatic,Toyota,2015,Foreign Used,303894.0,3500.0,Imported,Imported
7586250,Petrol,Automatic,Honda,2012,Local Used,248039.0,3500.0,Registered,Registered
4725000,Petrol,Automatic,Toyota,2007,Local Used,116338.0,2800.0,Registered,Registered
4200000,Petrol,Automatic,Kia,2006,Local Used,488606.0,3800.0,Registered,Registered
6240000,Petrol,Automatic,Toyota,2007,Local Used,250000.0,1800.0,Registered,Registered
15750000,Petrol,Automatic,Nissan,2014,Local Used,338783.0,2500.0,Registered,Imported
5292000,Petrol,Automatic,Lexus,2005,Local Used,97332.0,3300.0,Registered,Imported
39900000,Petrol,Automatic,Acura,2020,Foreign Used,69836.0,3500.0,Imported,Imported
23920000,Petrol,Automatic,Toyota,2011,Local Used,143927.0,4000.0,Registered,Imported
5565000,Petrol,Automatic,Ford,2012,Local Used,302164.0,3500.0,Registered,Imported
11445000,Petrol,Automatic,Kia,2015,Foreign Used,267110.0,2400.0,Imported,Imported
45150000,Petrol,Automatic,Mercedes-Benz,2019,Local Used,51871.0,2000.0,Registered,Imported
11445000,Petrol,Automatic,Kia,2015,Foreign Used,267110.0,2400.0,Imported,Imported
7095375,Petrol,Automatic,Mercedes-Benz,2007,Local Used,93414.0,3500.0,Registered,Registered
45150000,Petrol,Automatic,Mercedes-Benz,2019,Local Used,51871.0,2000.0,Registered,Imported
9360000,Petrol,Automatic,Mercedes-Benz,2011,Local Used,99999.0,3000.0,Registered,Registered
7280000,Petrol,Automatic,Toyota,2006,Local Used,152341.0,3300.0,Registered,Registered
23651250,Petrol,Automatic,Hyundai,2018,Foreign Used,158634.0,2000.0,Imported,Imported
6032000,Petrol,Automatic,Toyota,2006,Local Used,289330.0,1800.0,Registered,Registered
5460000,Petrol,Automatic,Toyota,2003,Local Used,329195.0,2400.0,Registered,Registered
6825000,Petrol,Automatic,Lexus,2007,Local Used,183194.0,3500.0,Registered,Imported
21000000,Petrol,Automatic,Toyota,2020,Local Used,47098.0,1800.0,Registered,Imported
13650000,Petrol,Automatic,Toyota,2015,Local Used,88857.0,2500.0,Registered,Imported
6090000,Petrol,Automatic,Hyundai,2007,Local Used,168623.0,3300.0,Registered,Registered
4032000,Petrol,Automatic,Toyota,2005,Local Used,156487.0,3000.0,Registered,Imported
4147500,Petrol,Automatic,Toyota,2005,Local Used,259233.0,2400.0,Registered,Registered
9450000,Petrol,Automatic,Lexus,2007,Local Used,202192.0,4700.0,Registered,Registered
8840000,Petrol,Automatic,Toyota,2010,Local Used,145067.0,1800.0,Registered,Registered
5720000,Petrol,Automatic,Honda,2008,Local Used,173414.0,2400.0,Registered,Imported
4147500,Petrol,Automatic,Toyota,2005,Local Used,259233.0,2400.0,Registered,Registered
11250000,Petrol,Automatic,Toyota,2012,Local Used,214635.0,2500.0,Registered,Imported
8610000,Petrol,Automatic,Toyota,2010,Local Used,120584.0,3500.0,Registered,Imported
8112000,Petrol,Automatic,Toyota,2009,Local Used,126529.0,1800.0,Registered,Imported
36400000,Petrol,Automatic,Toyota,2012,Local Used,167668.0,4000.0,Registered,Registered
4725000,Petrol,Automatic,Toyota,2005,Local Used,233016.0,2400.0,Registered,Registered
8478750,Petrol,Automatic,Lexus,2007,Local Used,215563.0,3500.0,Registered,Registered
5460000,Petrol,Automatic,Toyota,2007,Local Used,197051.0,3500.0,Registered,Registered
12600000,Petrol,Automatic,Kia,2020,Local Used,12568.0,1400.0,Registered,Brand new
5250000,Petrol,Automatic,Lexus,2004,Local Used,351682.0,3300.0,Registered,Registered
4095000,Petrol,Automatic,Honda,2006,Local Used,291099.0,3500.0,Registered,Registered
9400000,Petrol,Automatic,Lexus,2008,Local Used,264783.0,3500.0,Registered,Imported
24940912,Petrol,Automatic,Mercedes-Benz,2016,Foreign Used,137222.0,2000.0,Imported,Imported
4095000,Petrol,Automatic,Honda,2006,Local Used,291099.0,3500.0,Registered,Registered
9400000,Petrol,Automatic,Lexus,2008,Local Used,264783.0,3500.0,Registered,Imported
8925000,Petrol,Automatic,Lexus,2007,Local Used,257858.0,3500.0,Registered,Registered
9450000,Petrol,Automatic,Lexus,2006,Foreign Used,325907.0,2500.0,Imported,Imported
15225000,Petrol,Automatic,Toyota,2013,Local Used,133394.0,2500.0,Registered,Imported
7280000,Petrol,Automatic,Toyota,2007,Local Used,154807.0,2400.0,Registered,Registered
7140000,Petrol,Automatic,Hyundai,2011,Local Used,204062.0,2400.0,Registered,Imported
5720000,Petrol,Automatic,Toyota,2006,Local Used,257860.0,1800.0,Registered,Imported
4200000,Petrol,Automatic,Kia,2012,Local Used,118011.0,1600.0,Registered,Imported
9000000,Petrol,Automatic,Lexus,2009,Local Used,122196.0,3500.0,Registered,Imported
14280000,Petrol,Automatic,Hyundai,2017,Foreign Used,86432.0,1600.0,Imported,Imported
31720000,Petrol,Automatic,Mercedes-Benz,2017,Local Used,148822.0,2000.0,Registered,Imported
11379375,Petrol,Automatic,Hyundai,2015,Local Used,132873.0,2400.0,Registered,Imported
18720000,Petrol,Automatic,Lexus,2011,Local Used,27692.0,3500.0,Registered,Registered
11379375,Petrol,Automatic,Hyundai,2015,Local Used,132873.0,2400.0,Registered,Imported
18720000,Petrol,Automatic,Lexus,2011,Local Used,27692.0,3500.0,Registered,Registered
7800000,Petrol,Automatic,Toyota,2008,Local Used,183566.0,2400.0,Registered,Registered
9135000,Petrol,Automatic,Toyota,2013,Local Used,12725.0,2500.0,Registered,Imported
5250000,Petrol,Automatic,Toyota,2007,Local Used,409939.0,3500.0,Registered,Registered
8320000,Petrol,Automatic,Toyota,2010,Local Used,200058.0,1800.0,Registered,Imported
9450000,Petrol,Automatic,Mazda,2009,Foreign Used,258469.0,2300.0,Imported,Imported
6240000,Petrol,Automatic,Lexus,2002,Local Used,276472.0,3000.0,Registered,Imported
31200000,Petrol,Automatic,Mercedes-Benz,2015,Foreign Used,168504.0,2000.0,Imported,Imported
12285000,Petrol,Automatic,Toyota,2017,Local Used,178373.0,2500.0,Registered,Imported
14560000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,224563.0,3500.0,Registered,Registered
7035000,Petrol,Automatic,Toyota,2010,Local Used,190933.0,2400.0,Registered,Imported
37800000,Petrol,Automatic,BMW,2014,Foreign Used,238491.0,3000.0,Imported,Imported
8320000,Petrol,Automatic,Toyota,2006,Local Used,97208.0,2400.0,Registered,Registered
10920000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,298764.0,3500.0,Registered,Registered
5775000,Petrol,Automatic,Toyota,2007,Local Used,420905.0,3500.0,Registered,Registered
13335000,Petrol,Automatic,Toyota,2011,Foreign Used,286206.0,2500.0,Imported,Imported
4200000,Petrol,Automatic,Toyota,2003,Local Used,195100.0,2400.0,Registered,Registered
15225000,Petrol,Automatic,Toyota,2013,Local Used,187991.0,3500.0,Registered,Imported
17850000,Petrol,Automatic,Hyundai,2015,Foreign Used,75661.0,2400.0,Imported,Imported
15080000,Petrol,Automatic,Hyundai,2015,Foreign Used,212191.0,2000.0,Imported,Imported
15080000,Petrol,Automatic,Lexus,2007,Foreign Used,109535.0,3500.0,Imported,Imported
29400000,Petrol,Automatic,Toyota,2018,Foreign Used,219580.0,2500.0,Imported,Imported
18720000,Petrol,Automatic,Lexus,2010,Local Used,115118.0,3500.0,Registered,Imported
6510000,Petrol,Automatic,Toyota,2009,Local Used,236310.0,2400.0,Registered,Imported
6090000,Petrol,Automatic,Toyota,2008,Local Used,104745.0,2400.0,Registered,Registered
5200000,Petrol,Automatic,Toyota,2006,Local Used,104449.0,2400.0,Registered,Registered
6825000,Petrol,Automatic,Toyota,2008,Local Used,312334.0,2400.0,Registered,Registered
4472000,Petrol,Automatic,Toyota,2003,Local Used,344234.0,2400.0,Registered,Registered
9360000,Petrol,Automatic,Lexus,2004,Local Used,111017.0,3300.0,Registered,Imported
9591750,Petrol,Automatic,Lexus,2010,Local Used,164958.0,3500.0,Registered,Imported
31500000,Petrol,Automatic,Toyota,2013,Local Used,271861.0,2700.0,Registered,Imported
7560000,Petrol,Automatic,Toyota,2007,Local Used,159188.0,3500.0,Registered,Imported
10500000,Petrol,Automatic,Toyota,2009,Local Used,69765.0,3500.0,Registered,Imported
12180000,Petrol,Automatic,Toyota,2013,Local Used,172382.0,2800.0,Registered,Registered
14040000,Petrol,Automatic,Toyota,2009,Local Used,284199.0,3500.0,Registered,Registered
11440000,Petrol,Automatic,Toyota,2009,Foreign Used,165166.0,2400.0,Imported,Imported
18720000,Petrol,Automatic,Toyota,2017,Foreign Used,256248.0,2500.0,Imported,Imported
12600000,Petrol,CVT,Hyundai,2015,Local Used,122169.0,2400.0,Registered,Imported
4515000,Petrol,Automatic,Lexus,2002,Local Used,207954.0,3000.0,Registered,Registered
33600000,Petrol,Automatic,Mercedes-Benz,2015,Foreign Used,173326.0,3000.0,Imported,Imported
14805000,Petrol,Automatic,Toyota,2009,Foreign Used,114845.0,2700.0,Imported,Imported
14805000,Petrol,Automatic,Toyota,2009,Foreign Used,114845.0,2700.0,Imported,Imported
7280000,Petrol,Automatic,Toyota,2008,Local Used,140566.0,2400.0,Registered,Imported
12941250,Petrol,Automatic,Toyota,2012,Foreign Used,241193.0,2500.0,Imported,Imported
7800000,Petrol,Automatic,Toyota,2009,Local Used,132028.0,2400.0,Registered,Imported
10920000,Petrol,Automatic,Mercedes-Benz,2009,Local Used,416054.0,3500.0,Registered,Registered
38850000,Petrol,Automatic,Land Rover,2014,Foreign Used,90097.0,5000.0,Imported,Imported
8478750,Petrol,Automatic,Toyota,2013,Local Used,150931.0,1800.0,Registered,Imported
9975000,Petrol,Automatic,Toyota,2014,Local Used,172523.0,2500.0,Registered,Registered
23100000,Petrol,Automatic,Hyundai,2019,Local Used,82737.0,2000.0,Registered,Registered
6800000,Petrol,Automatic,Toyota,2007,Local Used,163451.0,2400.0,Registered,Imported
9135000,Petrol,Manual,Mazda,2000,Local Used,237161.0,3000.0,Registered,Imported
13520000,Petrol,Automatic,Toyota,2010,Local Used,112002.0,2400.0,Registered,Imported
11970000,Petrol,Automatic,Toyota,2013,Foreign Used,263820.0,1800.0,Imported,Imported
6300000,Petrol,Automatic,Toyota,2009,Local Used,3345871.0,1800.0,Registered,Registered
5880000,Petrol,Automatic,Toyota,2010,Local Used,341169.0,1800.0,Registered,Brand new
12600000,Petrol,Automatic,Toyota,2012,Foreign Used,360212.0,2500.0,Imported,Imported
27040000,Petrol,Automatic,Mercedes-Benz,2015,Local Used,163594.0,3000.0,Registered,Registered
7875000,Petrol,Automatic,Lexus,2007,Local Used,130894.0,3500.0,Registered,Imported
7350000,Petrol,Automatic,Mitsubishi,2005,Local Used,362569.0,3800.0,Registered,Registered
13259574,Petrol,Automatic,Toyota,2014,Foreign Used,100543.0,2500.0,Imported,Imported
8840000,Petrol,Automatic,Mercedes-Benz,2009,Local Used,63660.0,3000.0,Registered,Imported
7560000,Petrol,Automatic,Toyota,2013,Local Used,158104.0,1800.0,Registered,Imported
19950000,Petrol,Automatic,Honda,2017,Foreign Used,194535.0,2000.0,Imported,Imported
27300000,Petrol,Automatic,Land Rover,2014,Local Used,71874.0,3000.0,Registered,Imported
27300000,Petrol,Automatic,Toyota,2019,Foreign Used,215257.0,2400.0,Imported,Imported
5250000,Petrol,Manual,Toyota,1995,Local Used,149695.0,2400.0,Registered,Registered
40950000,Petrol,Automatic,Ford,2015,Local Used,163096.0,5000.0,Registered,Registered
6300000,Petrol,Automatic,Toyota,2007,Local Used,212181.0,3500.0,Registered,Brand new
4888000,Petrol,Automatic,Toyota,2004,Local Used,339380.0,1800.0,Registered,Registered
12600000,Petrol,Manual,Mitsubishi,2018,Local Used,125594.0,2400.0,Registered,Imported
26775000,Petrol,Automatic,Toyota,2015,Foreign Used,61439.0,3500.0,Imported,Imported
47250000,Petrol,Automatic,Mercedes-Benz,2018,Brand New,126508.0,2000.0,Brand new,Brand new
65100000,Petrol,Automatic,Lexus,2020,Foreign Used,39560.0,3500.0,Imported,Imported
14490000,Petrol,Automatic,Nissan,2018,Foreign Used,406046.0,1800.0,Imported,Imported
4368000,Petrol,Automatic,Honda,2003,Local Used,396903.0,3500.0,Registered,Registered
8925000,Petrol,Automatic,Toyota,2013,Local Used,136709.0,1800.0,Registered,Imported
6825000,Petrol,Automatic,Lexus,2008,Local Used,197829.0,2500.0,Registered,Registered
6240000,Petrol,Automatic,Toyota,2004,Local Used,330886.0,3300.0,Registered,Imported
16800000,Petrol,CVT,Honda,2016,Local Used,70983.0,2400.0,Registered,Imported
15750000,Petrol,Automatic,Toyota,2008,Foreign Used,178685.0,3500.0,Imported,Imported
15080000,Petrol,Automatic,Honda,2014,Foreign Used,210623.0,1800.0,Imported,Imported
14070000,Petrol,Automatic,Mercedes-Benz,2013,Local Used,156648.0,3500.0,Registered,Registered
8320000,Petrol,Automatic,Toyota,2010,Local Used,899390.0,1800.0,Registered,Imported
12941250,Petrol,Automatic,Toyota,2012,Foreign Used,130832.0,2500.0,Imported,Imported
9880000,Petrol,Automatic,Toyota,2013,Local Used,52627.0,1800.0,Registered,Registered
13650000,Petrol,Automatic,Toyota,2015,Foreign Used,95609.0,1800.0,Imported,Imported
77595000,Petrol,Automatic,Lexus,2020,Foreign Used,52520.0,4600.0,Imported,Imported
7560000,Petrol,Automatic,Toyota,2007,Local Used,164040.0,2400.0,Registered,Registered
18720000,Petrol,Automatic,Toyota,2017,Foreign Used,392333.0,2500.0,Imported,Imported
5200000,Petrol,Automatic,Toyota,2003,Local Used,208804.0,1800.0,Registered,Imported
12075000,Petrol,Automatic,Nissan,2013,Foreign Used,145463.0,1800.0,Imported,Imported
17010000,Petrol,Automatic,Nissan,2014,Local Used,250050.0,2500.0,Registered,Imported
12600000,Petrol,CVT,Honda,2014,Local Used,175445.0,2400.0,Registered,Imported
6032000,Petrol,Automatic,Lexus,2003,Local Used,239033.0,3000.0,Registered,Registered
31080000,Petrol,Automatic,Mercedes-Benz,2016,Local Used,105275.0,3500.0,Registered,Imported
8528000,Petrol,Automatic,Toyota,2010,Local Used,134624.0,1800.0,Registered,Imported
61939500,Petrol,Automatic,Land Rover,2018,Foreign Used,157155.0,2000.0,Imported,Imported
61950000,Petrol,Automatic,Land Rover,2019,Foreign Used,136127.0,2000.0,Imported,Imported
7280000,Petrol,Automatic,Toyota,2009,Local Used,319396.0,3500.0,Registered,Registered
10500000,Petrol,Automatic,Hyundai,2012,Foreign Used,241948.0,2400.0,Imported,Imported
19760000,Petrol,Automatic,Toyota,2016,Local Used,136036.0,2500.0,Registered,Registered
13125000,Petrol,Automatic,Toyota,2011,Foreign Used,322474.0,3500.0,Imported,Imported
34361250,Petrol,Automatic,Toyota,2014,Local Used,106763.0,2700.0,Registered,Brand new
9870000,Petrol,Automatic,BMW,2012,Local Used,82601.0,2000.0,Registered,Imported
8400000,Petrol,Automatic,Lexus,2007,Local Used,160449.0,3500.0,Registered,Registered
17850000,Petrol,Automatic,Honda,2021,Foreign Used,55830.0,2000.0,Imported,Imported
10290000,Petrol,Automatic,Nissan,2014,Local Used,130235.0,3500.0,Registered,Imported
20280000,Petrol,Automatic,Lexus,2015,Local Used,186887.0,3500.0,Registered,Imported
3640000,Petrol,Automatic,Honda,2004,Local Used,215065.0,3800.0,Registered,Registered
16800000,Petrol,Automatic,Toyota,2012,Foreign Used,301192.0,3500.0,Imported,Imported
44000250,Petrol,Automatic,Lexus,2016,Foreign Used,166811.0,3500.0,Imported,Imported
44000250,Petrol,Automatic,Lexus,2016,Foreign Used,166811.0,3500.0,Imported,Imported
65100000,Petrol,Automatic,Toyota,2021,Foreign Used,57202.0,3500.0,Imported,Imported
38850000,Petrol,Automatic,Mercedes-Benz,2016,Foreign Used,160864.0,2000.0,Imported,Imported
27300000,Petrol,Automatic,Lexus,2014,Foreign Used,298215.0,3500.0,Imported,Imported
26250000,Petrol,Automatic,Lexus,2010,Local Used,213907.0,4600.0,Registered,Imported
16328000,Petrol,Automatic,Toyota,2014,Foreign Used,227493.0,1800.0,Imported,Imported
129150000,Petrol,Automatic,Mercedes-Benz,2022,Foreign Used,43605.0,2000.0,Imported,Imported
8736000,Petrol,Automatic,Toyota,2007,Local Used,203655.0,3500.0,Registered,Imported
10500000,Petrol,Automatic,Toyota,2012,Local Used,200488.0,2500.0,Registered,Imported
8840000,Petrol,Automatic,Toyota,2010,Local Used,199286.0,2500.0,Registered,Registered
19760000,Petrol,Automatic,Toyota,2015,Foreign Used,274582.0,2500.0,Imported,Imported
50000000,Petrol,Automatic,Lexus,2017,Foreign Used,96677.0,3500.0,Imported,Imported
6800000,Petrol,Automatic,Toyota,2007,Local Used,79171.0,2400.0,Registered,Registered
37800000,Petrol,Automatic,Honda,2022,Foreign Used,23064.0,1800.0,Imported,Imported
4725000,Petrol,Automatic,Toyota,2002,Local Used,329752.0,2500.0,Registered,Registered
10500000,Petrol,Automatic,Honda,2007,Foreign Used,120229.0,2400.0,Imported,Imported
4680000,Petrol,Automatic,Toyota,2004,Local Used,534531.0,2400.0,Registered,Registered
4680000,Petrol,Automatic,Toyota,2004,Local Used,202711.0,2400.0,Registered,Registered
6032000,Petrol,Automatic,Toyota,2005,Local Used,201142.0,1800.0,Registered,Registered
4725000,Petrol,Automatic,Toyota,2006,Local Used,286508.0,1800.0,Registered,Registered
36500000,Petrol,Automatic,Lexus,2011,Foreign Used,669.0,4600.0,Imported,Imported
16800000,Petrol,Automatic,Lexus,2013,Local Used,146990.0,3500.0,Registered,Registered
16650000,Petrol,Automatic,Toyota,2009,Foreign Used,296503.0,3500.0,Imported,Imported
23920000,Petrol,Automatic,Mercedes-Benz,2014,Foreign Used,268817.0,2000.0,Imported,Imported
9870000,Petrol,Automatic,Toyota,2007,Foreign Used,357386.0,2400.0,Imported,Imported
10500000,Petrol,Automatic,Nissan,2014,Local Used,148687.0,1800.0,Registered,Imported
14175000,Petrol,Automatic,Toyota,2013,Foreign Used,165108.0,2500.0,Imported,Imported
8400000,Petrol,Automatic,Mercedes-Benz,2013,Local Used,164339.0,3000.0,Registered,Imported
6720000,Petrol,Automatic,Lexus,2006,Local Used,165700.0,2500.0,Registered,Registered
6720000,Petrol,Automatic,Lexus,2006,Local Used,165700.0,2500.0,Registered,Registered
13208000,Petrol,Automatic,Toyota,2012,Local Used,97887.0,3500.0,Registered,Imported
16800000,Petrol,Automatic,Mercedes-Benz,2010,Foreign Used,138173.0,3500.0,Imported,Imported
28080000,Petrol,Automatic,Lexus,2010,Local Used,144721.0,4600.0,Registered,Imported
29120000,Petrol,Automatic,Lexus,2014,Foreign Used,240707.0,3500.0,Imported,Imported
10500000,Petrol,Automatic,Toyota,2013,Local Used,282442.0,2500.0,Registered,Registered
52000000,Petrol,Automatic,Lexus,2016,Foreign Used,95729.0,3500.0,Imported,Imported
6552000,Petrol,Automatic,Toyota,2006,Local Used,412454.0,3300.0,Registered,Registered
15225000,Petrol,CVT,Hyundai,2015,Local Used,73756.0,2400.0,Registered,Registered
12600000,Petrol,CVT,Toyota,2014,Local Used,108675.0,1800.0,Registered,Imported
7492000,Petrol,Automatic,Toyota,2005,Local Used,34293.0,3500.0,Registered,Registered
12075000,Petrol,Automatic,Lexus,2004,Foreign Used,312470.0,3300.0,Imported,Imported
8528000,Petrol,Automatic,Toyota,2010,Local Used,134624.0,1800.0,Registered,Imported
13520000,Petrol,Automatic,Toyota,2016,Local Used,174320.0,1800.0,Registered,Registered
20280000,Petrol,Automatic,Toyota,2018,Foreign Used,142172.0,2400.0,Imported,Imported
11550000,Petrol,Automatic,Honda,2009,Foreign Used,178346.0,3500.0,Imported,Imported
20527500,Petrol,Automatic,Lexus,2013,Foreign Used,172490.0,3500.0,Imported,Imported
27040000,Petrol,Automatic,Ford,2013,Foreign Used,292148.0,3500.0,Imported,Imported
7800000,Petrol,Automatic,Toyota,2009,Local Used,111336.0,2400.0,Registered,Registered
30160000,Petrol,Automatic,Toyota,2017,Local Used,43941.0,3500.0,Registered,Registered
8320000,Petrol,Automatic,Toyota,2010,Local Used,349866.0,2500.0,Registered,Registered
8528000,Petrol,Automatic,Toyota,2010,Local Used,134624.0,1800.0,Registered,Imported
8840000,Petrol,Automatic,Toyota,2004,Foreign Used,193294.0,2400.0,Imported,Imported
7800000,Petrol,Automatic,Toyota,2009,Local Used,260272.0,1800.0,Registered,Registered
5880000,Petrol,Automatic,Toyota,2010,Local Used,341169.0,1800.0,Registered,Brand new
13220000,Petrol,Automatic,Lexus,2009,Foreign Used,136521.0,3500.0,Imported,Imported
79480000,Petrol,Automatic,Lexus,2017,Local Used,64113.0,5700.0,Registered,Imported
36172500,Petrol,Automatic,Honda,2022,Local Used,10417.0,1800.0,Registered,Registered
30450000,Petrol,Automatic,Toyota,2015,Foreign Used,89239.0,3500.0,Imported,Imported
11700000,Petrol,Automatic,Toyota,2012,Local Used,51539.0,2500.0,Registered,Registered
10500000,Petrol,CVT,Hyundai,2011,Local Used,179577.0,2400.0,Registered,Imported
10400000,Petrol,Automatic,Toyota,2004,Foreign Used,178371.0,3300.0,Imported,Imported
25200000,Petrol,Automatic,Honda,2021,Local Used,42425.0,1800.0,Registered,Brand new
9672000,Petrol,Automatic,Lexus,2008,Local Used,207600.0,3500.0,Registered,Registered
20527500,Petrol,Automatic,Mercedes-Benz,2014,Local Used,4728.0,3500.0,Registered,Imported
31500000,Petrol,Automatic,Toyota,2014,Local Used,132194.0,5700.0,Registered,Registered
30160000,Petrol,Automatic,Lexus,2013,Foreign Used,142154.0,3500.0,Imported,Imported
41600000,Petrol,Automatic,Toyota,2017,Foreign Used,58831.0,3500.0,Imported,Imported
11025000,Petrol,Automatic,Toyota,2010,Foreign Used,369493.0,2400.0,Imported,Imported
11440000,Petrol,Automatic,Toyota,2009,Foreign Used,95850.0,1800.0,Imported,Imported
7280000,Petrol,Automatic,Toyota,2008,Local Used,182860.0,2400.0,Registered,Registered
8900000,Petrol,Automatic,Lexus,2004,Local Used,115234.0,3300.0,Registered,Imported
4410000,Petrol,Automatic,Toyota,2007,Local Used,482800.0,1800.0,Registered,Imported
25200000,Petrol,Automatic,Honda,2021,Local Used,52935.0,1800.0,Registered,Brand new
13125000,Petrol,Automatic,Toyota,2012,Foreign Used,448566.0,2500.0,Imported,Imported
9360000,Petrol,Automatic,Lexus,2007,Local Used,93923.0,3500.0,Registered,Registered
47920000,Petrol,Automatic,Lexus,2016,Foreign Used,58038.0,3500.0,Imported,Imported
18375000,Petrol,Automatic,Toyota,2013,Foreign Used,153806.0,3500.0,Imported,Imported
10531500,Petrol,Automatic,Toyota,2011,Foreign Used,312545.0,2500.0,Imported,Imported
9415875,Petrol,Automatic,Toyota,2009,Foreign Used,249302.0,3500.0,Imported,Imported
10710000,Petrol,Automatic,Hyundai,2013,Foreign Used,82995.0,2000.0,Imported,Imported
6300000,Petrol,Automatic,Toyota,2008,Local Used,201839.0,1800.0,Registered,Registered
41947500,Petrol,Automatic,Lexus,2014,Foreign Used,244201.0,3500.0,Imported,Imported
10400000,Petrol,Automatic,Lexus,2008,Local Used,196337.0,3500.0,Registered,Registered
21420000,Petrol,Automatic,Toyota,2015,Foreign Used,290548.0,2500.0,Imported,Imported
19950000,Petrol,Automatic,Lexus,2013,Foreign Used,283454.0,3500.0,Imported,Imported
12480000,Petrol,Automatic,Toyota,2009,Local Used,172638.0,3500.0,Registered,Registered
20973750,Petrol,Automatic,Lexus,2014,Foreign Used,166262.0,3500.0,Imported,Imported
19740000,Petrol,Automatic,Mercedes-Benz,2012,Local Used,251417.0,3500.0,Registered,Imported
8840000,Petrol,Automatic,Lexus,2008,Local Used,202026.0,2500.0,Registered,Registered
26145000,Petrol,Automatic,Ford,2009,Local Used,252148.0,4600.0,Registered,Imported
16640000,Petrol,Automatic,Kia,2015,Foreign Used,80063.0,2000.0,Imported,Imported
16275000,Petrol,CVT,Honda,2013,Foreign Used,173253.0,2400.0,Imported,Imported
13520000,Petrol,Automatic,Toyota,2010,Local Used,78689.0,2700.0,Registered,Registered
6552000,Petrol,Automatic,Toyota,2004,Local Used,153899.0,3500.0,Registered,Registered
18720000,Petrol,Automatic,Toyota,2011,Foreign Used,313871.0,3500.0,Imported,Imported
