price,fuel_type,gear_type,Make,Year_of_manufacture,Condition,Mileage,Engine_size,Selling_Condition,Bought_Condition
10500000,Petrol,Automatic,Hyundai,2013,Local Used,127129.0,2000.0,Registered,Brand new
7560000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,146314.0,3500.0,Registered,Imported
5250000,Petrol,Automatic,Toyota,2002,Local Used,289636.0,3000.0,Registered,Imported
19950000,Petrol,Automatic,Lexus,2013,Local Used,92526.0,3500.0,Registered,Registered
26000000,Petrol,Automatic,Toyota,2008,Local Used,186587.0,4000.0,Registered,Imported
7665000,Petrol,Automatic,Volkswagen,2007,Local Used,238166.0,3200.0,Registered,Imported
11050000,Petrol,Automatic,Hyundai,2008,Foreign Used,198127.0,3800.0,Imported,Imported
6300000,Petrol,Automatic,Mazda,2007,Local Used,387488.0,2000.0,Registered,Imported
3675000,Petrol,Automatic,Volkswagen,2002,Local Used,24284.0,1400.0,Registered,Imported
5040000,Petrol,Automatic,BMW,2009,Local Used,243530.0,2000.0,Registered,Registered
5044000,Petrol,Automatic,Toyota,2003,Local Used,353356.0,2400.0,Registered,Registered
5775000,Petrol,Manual,Volkswagen,2002,Local Used,281230.0,2000.0,Registered,Imported
29120000,Petrol,Automatic,Land Rover,2014,Local Used,58452.0,3000.0,Registered,Imported
8320000,Petrol,Automatic,Toyota,2007,Local Used,106718.0,3500.0,Registered,Registered
21000000,Petrol,Automatic,Toyota,2004,Local Used,159609.0,4000.0,Registered,Registered
7350000,Petrol,Automatic,Lexus,2008,Local Used,164395.0,3500.0,Registered,Registered
13520000,CNG,Automatic,Honda,2013,Local Used,546664.0,3500.0,Registered,Imported
60900000,Petrol,Automatic,BMW,2016,Foreign Used,36961.0,3000.0,Imported,Imported
12600000,Diesel,Manual,Toyota,2001,Local Used,25147.0,3000.0,Registered,Registered
2835000,Petrol,Automatic,Honda,2004,Local Used,242212.0,2400.0,Registered,Registered
81120000,Petrol,Automatic,Toyota,2021,Foreign Used,77005.0,3500.0,Imported,Imported
26040000,Petrol,Automatic,Mercedes-Benz,2014,Foreign Used,261010.0,4700.0,Imported,Imported
13104000,Petrol,Automatic,Toyota,2013,Local Used,96977.0,3500.0,Registered,Registered
9152000,Petrol,Automatic,Ford,2014,Local Used,130637.0,3500.0,Registered,Imported
46250000,Petrol,Automatic,Lexus,2010,Foreign Used,160449.0,5700.0,Imported,Imported
12075000,Petrol,Automatic,Toyota,2012,Local Used,107618.0,3500.0,Registered,Imported
99750000,Petrol,Automatic,Mercedes-Benz,2022,Local Used,12023.0,2000.0,Registered,Imported
5250000,Petrol,Automatic,Toyota,2003,Local Used,110849.0,4000.0,Registered,Imported
58800000,Petrol,Automatic,Honda,2023,Foreign Used,36057.0,1500.0,Imported,Imported
7280000,Petrol,Automatic,Toyota,2008,Local Used,258450.0,3500.0,Registered,Registered
7875000,Petrol,CVT,Lexus,2007,Local Used,407196.0,3000.0,Registered,Registered
19950000,Petrol,Automatic,Honda,2018,Local Used,74225.0,2400.0,Registered,Brand new
5712000,Petrol,Automatic,Toyota,2007,Local Used,128667.0,2400.0,Registered,Imported
7350000,Petrol,Automatic,Ford,2012,Local Used,200540.0,3500.0,Registered,Imported
11025000,Petrol,Automatic,Ford,2012,Foreign Used,249520.0,3700.0,Imported,Imported
10500000,Petrol,Automatic,Nissan,2015,Foreign Used,121429.0,2500.0,Imported,Imported
6720000,Petrol,Automatic,Toyota,2011,Local Used,396565.0,2500.0,Registered,Imported
5775000,Petrol,Automatic,Toyota,2005,Local Used,104537.0,3300.0,Registered,Imported
9360000,Petrol,Automatic,Kia,2014,Local Used,70799.0,1600.0,Registered,Registered
11025000,Petrol,Automatic,Honda,2015,Local Used,134453.0,1800.0,Registered,Imported
29400000,Petrol,Automatic,BMW,2016,Foreign Used,81657.0,4400.0,Imported,Imported
10500000,Petrol,Automatic,Hyundai,2016,Local Used,17877.0,1400.0,Registered,Brand new
52000000,Petrol,Automatic,Land Rover,2013,Local Used,32187.0,3500.0,Registered,Imported
46800000,Petrol,Automatic,Mercedes-Benz,2014,Foreign Used,284346.0,4700.0,Imported,Imported
7800000,Petrol,Automatic,Toyota,2008,Local Used,117314.0,2400.0,Registered,Imported
78000000,Petrol,Automatic,Mercedes-Benz,2017,Foreign Used,68055.0,2000.0,Imported,Imported
18720000,Petrol,Automatic,Lexus,2009,Foreign Used,247279.0,3500.0,Imported,Imported
21000000,Petrol,Automatic,Mercedes-Benz,2014,Foreign Used,149385.0,3500.0,Imported,Imported
122178000,Petrol,Automatic,Lexus,2024,Foreign Used,646.0,2400.0,Imported,Imported
14175000,Petrol,CVT,Hyundai,2017,Foreign Used,149630.0,2000.0,Imported,Imported
8032500,Petrol,Automatic,Lexus,2005,Local Used,106473.0,3300.0,Registered,Imported
7350000,Petrol,Automatic,Honda,2007,Foreign Used,241397.0,3500.0,Imported,Imported
5720000,Petrol,Automatic,Toyota,2008,Local Used,239426.0,3500.0,Registered,Registered
7875000,Petrol,Automatic,Toyota,2004,Foreign Used,209453.0,2000.0,Imported,Imported
8925000,Petrol,Automatic,Kia,2014,Foreign Used,236262.0,1000.0,Imported,Imported
31200000,Petrol,Automatic,Toyota,2010,Local Used,95171.0,2700.0,Registered,Brand new
4200000,Petrol,Automatic,Toyota,2008,Local Used,205081.0,3500.0,Registered,Imported
3150000,Petrol,Automatic,Honda,2007,Local Used,256919.0,2400.0,Registered,Registered
13440000,Petrol,Automatic,Toyota,2010,Local Used,151868.0,3500.0,Registered,Imported
3990000,Petrol,Automatic,Toyota,2003,Local Used,136035.0,4700.0,Registered,Imported
13440000,Petrol,Automatic,Toyota,2010,Local Used,151868.0,3500.0,Registered,Imported
17640000,Petrol,Automatic,Lexus,2014,Local Used,131475.0,3500.0,Registered,Imported
10500000,Petrol,Automatic,Mercedes-Benz,2011,Local Used,138166.0,5500.0,Registered,Registered
13650000,Diesel,Manual,Land Rover,2014,Local Used,137431.0,2200.0,Registered,Imported
16640000,Petrol,Automatic,Land Rover,2015,Local Used,77421.0,2400.0,Registered,Imported
19425000,Petrol,Automatic,Jeep,2016,Foreign Used,154870.0,3200.0,Imported,Imported
99750000,Petrol,Automatic,Lexus,2022,Brand New,70.0,3500.0,Brand new,Brand new
11550000,Petrol,Automatic,Toyota,2009,Local Used,32227.0,3500.0,Registered,Imported
69680000,Petrol,Automatic,Mercedes-Benz,2019,Foreign Used,188873.0,2000.0,Imported,Imported
6300000,Petrol,Automatic,Ford,2008,Local Used,168949.0,3000.0,Registered,Imported
19950000,Petrol,Automatic,Ford,2017,Local Used,254167.0,2000.0,Registered,Registered
8925000,Petrol,Automatic,Toyota,2010,Foreign Used,100143.0,1800.0,Imported,Imported
6090000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,167661.0,3000.0,Registered,Imported
52500000,Petrol,Automatic,Toyota,2010,Foreign Used,254921.0,4000.0,Imported,Imported
5407500,Petrol,Automatic,Toyota,2004,Local Used,400061.0,2400.0,Registered,Registered
4680000,Petrol,Automatic,Toyota,2003,Local Used,181026.0,1800.0,Registered,Registered
6300000,Petrol,Manual,Peugeot,2009,Foreign Used,278954.0,1600.0,Imported,Imported
7280000,Petrol,Automatic,Toyota,2009,Local Used,173028.0,2400.0,Registered,Registered
57200000,Petrol,Automatic,Land Rover,2019,Local Used,43064.0,2000.0,Registered,Imported
8400000,Petrol,Automatic,Lexus,2002,Foreign Used,85635.0,3300.0,Imported,Imported
9683100,Petrol,Automatic,Toyota,2009,Foreign Used,241188.0,1800.0,Imported,Imported
13312000,Petrol,Automatic,Acura,2010,Foreign Used,150416.0,3700.0,Imported,Imported
13520000,Petrol,Automatic,Toyota,2010,Foreign Used,78130.0,1600.0,Imported,Imported
6300000,Petrol,Automatic,Toyota,2007,Local Used,248942.0,2400.0,Registered,Imported
4160000,Petrol,Automatic,Toyota,2003,Local Used,572472.0,2400.0,Registered,Imported
16800000,Petrol,Automatic,Mercedes-Benz,2012,Local Used,272216.0,3500.0,Registered,Imported
5145000,Petrol,Automatic,Toyota,2005,Local Used,317937.0,3500.0,Registered,Imported
5250000,Petrol,Automatic,Jeep,2002,Local Used,369766.0,3500.0,Registered,Registered
9880000,Petrol,Automatic,Mercedes-Benz,2009,Local Used,143910.0,3500.0,Registered,Imported
5880000,Petrol,Automatic,Lexus,2008,Local Used,223579.0,3000.0,Registered,Registered
3727500,Petrol,Automatic,Toyota,2004,Local Used,359907.0,1800.0,Registered,Imported
5200000,Petrol,Automatic,Peugeot,2007,Local Used,999999.0,2000.0,Registered,Registered
7280000,Petrol,Automatic,Toyota,2005,Local Used,329675.0,3300.0,Registered,Registered
5045000,Petrol,Automatic,Peugeot,2004,Local Used,95312.0,2000.0,Registered,Registered
17850000,Diesel,Automatic,Mercedes-Benz,2012,Foreign Used,225146.0,3000.0,Imported,Imported
5775000,Petrol,Automatic,Toyota,2006,Local Used,298692.0,3300.0,Registered,Registered
5775000,Petrol,Automatic,Toyota,2007,Local Used,300343.0,3500.0,Registered,Registered
4725000,Petrol,Automatic,Toyota,2003,Local Used,381732.0,3000.0,Registered,Registered
4160000,Petrol,Automatic,Toyota,2004,Local Used,174755.0,3300.0,Registered,Registered
4725000,Petrol,Automatic,Toyota,2003,Local Used,176718.0,1800.0,Registered,Registered
4725000,Petrol,Automatic,Toyota,2003,Local Used,176718.0,1800.0,Registered,Registered
6825000,Petrol,Automatic,Toyota,2008,Local Used,146627.0,2400.0,Registered,Imported
52000000,Petrol,Automatic,Lexus,2012,Local Used,186649.0,5700.0,Registered,Imported
36088000,Petrol,Automatic,Acura,2019,Foreign Used,90749.0,3500.0,Imported,Imported
13520000,Petrol,Automatic,Toyota,2014,Local Used,93131.0,3500.0,Registered,Imported
10500000,Petrol,Automatic,Toyota,2009,Local Used,189784.0,3500.0,Registered,Registered
6300000,Petrol,Automatic,Hyundai,2007,Local Used,296762.0,3800.0,Registered,Imported
7280000,Petrol,Automatic,Toyota,2006,Local Used,354051.0,3300.0,Registered,Registered
8883000,Petrol,Automatic,Toyota,2013,Local Used,206222.0,1800.0,Registered,Imported
5720000,Petrol,Automatic,Toyota,2006,Local Used,194708.0,1800.0,Registered,Registered
21000000,Petrol,Automatic,Jeep,2008,Local Used,268111.0,3800.0,Registered,Registered
4680000,Petrol,Automatic,Toyota,2004,Local Used,193186.0,3000.0,Registered,Registered
7014000,Petrol,Automatic,Hyundai,2012,Local Used,382976.0,2400.0,Registered,Imported
5764500,Petrol,Automatic,Toyota,2008,Local Used,379166.0,2400.0,Registered,Registered
9450000,Petrol,Automatic,Lexus,2008,Local Used,86783.0,3500.0,Registered,Registered
27300000,Petrol,Automatic,Lexus,2016,Local Used,9535.0,3500.0,Registered,Imported
4725000,Petrol,Automatic,Honda,2008,Local Used,213452.0,2400.0,Registered,Registered
5775000,Petrol,Automatic,Kia,2007,Local Used,233372.0,2000.0,Registered,Registered
5250000,Petrol,Automatic,Ford,2004,Foreign Used,176053.0,4600.0,Imported,Imported
4725000,Petrol,Automatic,Toyota,2001,Local Used,232310.0,4700.0,Registered,Imported
4935000,Petrol,Manual,Volkswagen,2009,Local Used,217378.0,2500.0,Registered,Registered
3120000,Petrol,Automatic,Honda,2003,Local Used,327874.0,2000.0,Registered,Imported
4305000,Petrol,Automatic,Ford,2007,Local Used,316373.0,3500.0,Registered,Registered
3360000,Petrol,Manual,Peugeot,2003,Local Used,300342.0,1600.0,Registered,Registered
9568000,Petrol,Automatic,Lexus,2006,Local Used,136529.0,3000.0,Registered,Imported
31500000,Petrol,Automatic,Toyota,2017,Local Used,72015.0,3500.0,Registered,Imported
5200000,Petrol,Automatic,Toyota,2005,Local Used,156745.0,1800.0,Registered,Registered
13520000,Petrol,Automatic,Toyota,2015,Local Used,86633.0,2400.0,Registered,Imported
51450000,Petrol,Automatic,Toyota,2020,Foreign Used,45331.0,3500.0,Imported,Imported
37750000,Petrol,Automatic,Mercedes-Benz,2014,Foreign Used,107442.0,4700.0,Imported,Imported
45150000,Petrol,Automatic,Mercedes-Benz,2018,Foreign Used,80253.0,2000.0,Imported,Imported
33280000,Petrol,Automatic,Toyota,2014,Foreign Used,270340.0,3500.0,Imported,Imported
7280000,Petrol,Automatic,Toyota,2007,Local Used,310174.0,2400.0,Registered,Registered
16640000,Petrol,Automatic,Lexus,2011,Foreign Used,129740.0,3500.0,Imported,Imported
36400000,Petrol,Automatic,Mercedes-Benz,2015,Foreign Used,189823.0,3500.0,Imported,Imported
7779200,Petrol,Automatic,Toyota,2004,Local Used,195456.0,3300.0,Registered,Registered
16120000,Petrol,Automatic,Toyota,2011,Local Used,84699.0,3500.0,Registered,Imported
29120000,Petrol,Automatic,Mercedes-Benz,2014,Foreign Used,263096.0,3500.0,Imported,Imported
15600000,Petrol,Automatic,Lexus,2009,Foreign Used,177627.0,3500.0,Imported,Imported
29120000,Petrol,Automatic,Mercedes-Benz,2012,Foreign Used,225534.0,3500.0,Imported,Imported
12584000,Petrol,Automatic,Honda,2008,Local Used,188041.0,2400.0,Registered,Imported
17850000,Petrol,CVT,Honda,2014,Foreign Used,262462.0,2400.0,Imported,Imported
17680000,Petrol,Automatic,Mercedes-Benz,2012,Local Used,142659.0,3500.0,Registered,Imported
47250000,Petrol,Automatic,Ford,2016,Foreign Used,212812.0,6200.0,Imported,Imported
15600102,Petrol,Automatic,Toyota,2015,Local Used,100284.0,1800.0,Registered,Registered
6825000,Petrol,Automatic,Toyota,2009,Local Used,152341.0,2500.0,Registered,Registered
9360000,Petrol,Automatic,Lexus,2007,Local Used,250553.0,3500.0,Registered,Registered
9360000,Petrol,Automatic,Toyota,2007,Local Used,326956.0,2500.0,Registered,Registered
35360000,Petrol,Automatic,Mercedes-Benz,2015,Foreign Used,152432.0,3500.0,Imported,Imported
15600000,Petrol,Automatic,Lexus,2009,Foreign Used,103412.0,3500.0,Imported,Imported
14144000,Petrol,Automatic,Toyota,2015,Local Used,174639.0,1800.0,Registered,Imported
10712000,Petrol,Automatic,Hyundai,2011,Local Used,86861.0,2400.0,Registered,Registered
46800000,Petrol,Automatic,Land Rover,2013,Local Used,73973.0,5000.0,Registered,Imported
7800000,Petrol,Automatic,Toyota,2008,Local Used,229081.0,2400.0,Registered,Imported
10400000,Petrol,Automatic,Lexus,2007,Local Used,118931.0,3500.0,Registered,Imported
20800000,Petrol,Automatic,Lexus,2010,Local Used,224791.0,3500.0,Registered,Registered
15600000,Petrol,Automatic,Hyundai,2013,Foreign Used,421490.0,2400.0,Imported,Imported
9880000,Petrol,Automatic,Toyota,2009,Local Used,90416.0,1800.0,Registered,Imported
41600000,Petrol,Automatic,Toyota,2020,Foreign Used,136853.0,1800.0,Imported,Imported
14040000,Petrol,Automatic,Toyota,2011,Local Used,87578.0,3500.0,Registered,Imported
10710000,Petrol,Automatic,Honda,2013,Local Used,183307.0,2400.0,Registered,Registered
19760000,Petrol,Automatic,Toyota,2015,Foreign Used,345861.0,2500.0,Imported,Imported
9880000,Petrol,Automatic,Toyota,2011,Local Used,140130.0,1800.0,Registered,Registered
31200000,Petrol,Automatic,Toyota,2016,Local Used,62110.0,3500.0,Registered,Imported
20800000,Petrol,Automatic,Land Rover,2015,Local Used,43613.0,2000.0,Registered,Imported
14040000,Petrol,Automatic,Ford,2013,Local Used,163384.0,3500.0,Registered,Imported
16120000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,193835.0,3500.0,Registered,Registered
6240000,Petrol,Automatic,Ford,2010,Local Used,219134.0,3500.0,Registered,Imported
9360000,Petrol,Automatic,Toyota,2004,Local Used,233821.0,3300.0,Registered,Imported
13520000,Petrol,Automatic,Lexus,2004,Local Used,218225.0,4700.0,Registered,Registered
4725000,Petrol,Automatic,Toyota,2005,Local Used,246600.0,2400.0,Registered,Imported
14560000,Petrol,Automatic,Toyota,2005,Local Used,207295.0,3500.0,Registered,Registered
13520000,Petrol,Automatic,Toyota,2007,Local Used,361047.0,3300.0,Registered,Imported
13000000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,271317.0,3000.0,Registered,Registered
23920000,Petrol,Automatic,Mercedes-Benz,2013,Foreign Used,175136.0,3500.0,Imported,Imported
10400000,Petrol,Automatic,Ford,2014,Local Used,89328.0,1600.0,Registered,Brand new
8320000,Petrol,Automatic,Toyota,2007,Local Used,390556.0,3500.0,Registered,Imported
98800000,Petrol,Automatic,Mercedes-Benz,2018,Foreign Used,84572.0,5500.0,Imported,Imported
5720000,Petrol,Automatic,Honda,2008,Local Used,159927.0,2400.0,Registered,Registered
12480000,Petrol,Automatic,Honda,2008,Foreign Used,205269.0,2400.0,Imported,Imported
22500000,Petrol,Automatic,Toyota,2015,Local Used,223624.0,2500.0,Registered,Imported
5775000,Petrol,Manual,Toyota,2001,Foreign Used,361460.0,1000.0,Imported,Imported
11960000,Petrol,Automatic,Toyota,2007,Local Used,302398.0,2400.0,Registered,Imported
6760000,Petrol,Automatic,Toyota,2007,Local Used,254278.0,2400.0,Registered,Imported
14560000,Petrol,Automatic,Toyota,2014,Local Used,102579.0,1800.0,Registered,Registered
11440000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,114943.0,3500.0,Registered,Imported
11440000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,114943.0,3500.0,Registered,Imported
3640000,Petrol,Automatic,Honda,2006,Local Used,199902.0,2400.0,Registered,Registered
4160000,Petrol,Automatic,Toyota,2002,Local Used,416522.0,2400.0,Registered,Registered
17680000,Petrol,Automatic,Toyota,2012,Local Used,150944.0,3500.0,Registered,Registered
8400000,Petrol,Automatic,Lexus,2009,Local Used,226611.0,3500.0,Registered,Imported
6240000,Petrol,Automatic,Toyota,2005,Local Used,183960.0,2400.0,Registered,Registered
11250000,Petrol,Automatic,Lexus,2009,Local Used,76672.0,3500.0,Registered,Imported
4160000,Petrol,Automatic,Acura,2004,Local Used,319429.0,3500.0,Registered,Imported
7280000,Petrol,Automatic,Toyota,2002,Local Used,337336.0,3300.0,Registered,Registered
9000000,Petrol,Automatic,Toyota,2001,Local Used,109854.0,3400.0,Registered,Registered
9975000,Petrol,Automatic,Peugeot,2015,Local Used,342331.0,1800.0,Registered,Registered
29400000,Petrol,Automatic,Honda,2020,Local Used,67852.0,2000.0,Registered,Registered
9880000,Petrol,Automatic,Toyota,2012,Local Used,154058.0,1800.0,Registered,Imported
3045000,Petrol,Automatic,Honda,2006,Local Used,340779.0,3000.0,Registered,Registered
7312500,Petrol,Automatic,Toyota,2006,Local Used,195783.0,3300.0,Registered,Imported
3045000,Petrol,Automatic,Honda,2006,Local Used,340779.0,3000.0,Registered,Registered
4992000,Petrol,Automatic,Honda,2005,Local Used,111181.0,3500.0,Registered,Imported
7800000,Petrol,Automatic,Lexus,2007,Local Used,249789.0,3500.0,Registered,Registered
17850000,Petrol,Automatic,Toyota,2013,Foreign Used,145106.0,3500.0,Imported,Imported
13650000,Petrol,Automatic,Mercedes-Benz,2013,Foreign Used,118252.0,3500.0,Imported,Imported
8925000,Petrol,Automatic,Mercedes-Benz,2008,Foreign Used,204129.0,3500.0,Imported,Registered
6800000,Petrol,Automatic,Toyota,2008,Local Used,303989.0,3500.0,Registered,Imported
20500000,Petrol,Automatic,Mercedes-Benz,2016,Foreign Used,126375.0,2000.0,Imported,Imported
6760000,Petrol,Automatic,Honda,2008,Local Used,303946.0,2400.0,Registered,Registered
37800000,Petrol,Automatic,Lexus,2017,Local Used,71256.0,3500.0,Registered,Imported
13520000,Petrol,Automatic,Toyota,2013,Foreign Used,159622.0,1800.0,Imported,Imported
27040000,Petrol,Automatic,Honda,2016,Foreign Used,272010.0,2400.0,Imported,Imported
4784000,Petrol,Automatic,Honda,2005,Local Used,251314.0,3500.0,Registered,Registered
15225000,Petrol,Automatic,Nissan,2018,Foreign Used,76319.0,2500.0,Imported,Imported
22880000,Petrol,Automatic,Lexus,2006,Local Used,18567.0,4700.0,Registered,Brand new
6300000,Petrol,Automatic,Lexus,2007,Local Used,191891.0,3500.0,Registered,Registered
12480000,Petrol,Automatic,Lexus,2008,Local Used,286832.0,3500.0,Registered,Imported
7140000,Petrol,Automatic,Toyota,2010,Local Used,236476.0,1800.0,Registered,Imported
11250000,Petrol,Automatic,Hyundai,2014,Local Used,282884.0,2400.0,Registered,Imported
36750000,Petrol,Automatic,BMW,2016,Foreign Used,219480.0,2000.0,Imported,Imported
7812000,Petrol,Automatic,Toyota,2005,Foreign Used,299999.0,1800.0,Imported,Imported
3640000,Petrol,Automatic,Honda,2006,Local Used,272995.0,2400.0,Registered,Registered
8925000,Petrol,Automatic,Toyota,1999,Foreign Used,213624.0,3000.0,Imported,Imported
4725000,Petrol,Automatic,Toyota,2009,Local Used,279715.0,1800.0,Registered,Registered
4725000,Petrol,Automatic,Jeep,2006,Local Used,347670.0,3700.0,Registered,Imported
8775000,Petrol,Automatic,Lexus,2006,Local Used,220400.0,3500.0,Registered,Imported
6300000,Petrol,Manual,Peugeot,2003,Foreign Used,505054.0,1600.0,Imported,Imported
14040000,Petrol,Automatic,Lexus,2007,Local Used,292749.0,3500.0,Registered,Imported
15225000,Petrol,Automatic,Mercedes-Benz,2014,Local Used,229688.0,2000.0,Registered,Imported
11550000,Petrol,Automatic,Toyota,2012,Local Used,158449.0,2500.0,Registered,Imported
11550000,Petrol,Automatic,Toyota,2015,Local Used,115798.0,1800.0,Registered,Imported
19635000,Petrol,Automatic,Lexus,2010,Foreign Used,83874.0,3500.0,Imported,Imported
12600000,Petrol,Automatic,Hyundai,2015,Local Used,189866.0,2400.0,Registered,Imported
36750000,Petrol,Automatic,Lexus,2017,Local Used,43652.0,4600.0,Registered,Imported
8840000,Petrol,Automatic,Toyota,2010,Local Used,140628.0,2400.0,Registered,Imported
19950000,Petrol,Automatic,Lexus,2014,Foreign Used,216768.0,3300.0,Imported,Imported
11128000,Petrol,Automatic,Toyota,2007,Local Used,175088.0,3300.0,Registered,Imported
11550000,Petrol,Automatic,Hyundai,2015,Local Used,151652.0,2400.0,Registered,Imported
31500000,Petrol,Automatic,Land Rover,2017,Local Used,65981.0,3000.0,Registered,Imported
6300000,Petrol,Automatic,Toyota,2007,Local Used,223880.0,2400.0,Registered,Registered
7800000,Petrol,Automatic,Toyota,2007,Local Used,151510.0,3500.0,Registered,Registered
10710000,Petrol,Automatic,Toyota,2006,Foreign Used,394215.0,3300.0,Imported,Imported
10710000,Petrol,Automatic,Toyota,2006,Foreign Used,394215.0,3300.0,Imported,Imported
6240000,Petrol,Automatic,Toyota,2004,Local Used,76815.0,3300.0,Registered,Registered
4305000,Petrol,Automatic,Honda,2006,Local Used,260703.0,2400.0,Registered,Registered
6864000,Petrol,Automatic,Toyota,2005,Local Used,193947.0,2400.0,Registered,Registered
6800000,Petrol,Automatic,Toyota,2008,Local Used,149915.0,1800.0,Registered,Imported
10608000,Petrol,Automatic,Lexus,2008,Local Used,152816.0,3500.0,Registered,Registered
8320000,Petrol,Automatic,Toyota,2000,Local Used,121899.0,3000.0,Registered,Registered
9450000,Petrol,Manual,Kia,2012,Foreign Used,190616.0,1600.0,Imported,Imported
21000000,Petrol,CVT,Lexus,2012,Local Used,245627.0,4700.0,Registered,Imported
10500000,Petrol,Automatic,Toyota,2008,Local Used,94636.0,3500.0,Registered,Imported
3675000,Petrol,Automatic,Toyota,2004,Local Used,152314.0,2400.0,Registered,Registered
23100000,Petrol,Automatic,Ford,2010,Local Used,147328.0,4000.0,Registered,Registered
5200000,Petrol,Automatic,Toyota,2005,Local Used,204400.0,1800.0,Registered,Imported
3276000,Petrol,Automatic,Nissan,2003,Local Used,124862.0,3508.0,Registered,Imported
54080000,Petrol,Automatic,Lexus,2017,Foreign Used,186415.0,3500.0,Imported,Imported
46620000,Petrol,Automatic,Lexus,2020,Foreign Used,55237.0,3500.0,Imported,Imported
40950000,Petrol,Automatic,Mercedes-Benz,2017,Local Used,70250.0,4700.0,Registered,Imported
7540000,Petrol,Automatic,Toyota,2008,Local Used,115279.0,2800.0,Registered,Registered
11550000,Petrol,Automatic,Toyota,2012,Foreign Used,221203.0,2500.0,Imported,Imported
24960000,Petrol,Automatic,Toyota,2015,Local Used,103481.0,2700.0,Registered,Imported
3990000,Petrol,Automatic,Mercedes-Benz,2006,Local Used,214481.0,3500.0,Registered,Registered
3150000,Petrol,Automatic,Ford,2005,Local Used,223669.0,3000.0,Registered,Imported
8478750,Petrol,Automatic,Lexus,2009,Local Used,178266.0,3500.0,Registered,Imported
36400000,Petrol,Automatic,Lexus,2012,Local Used,108980.0,4600.0,Registered,Imported
4620000,Petrol,Automatic,Ford,2007,Local Used,191625.0,3500.0,Registered,Registered
29400000,Petrol,Automatic,BMW,2014,Local Used,38611.0,3000.0,Registered,Brand new
3675000,Petrol,Automatic,Acura,2006,Local Used,195707.0,3500.0,Registered,Imported
29120000,Petrol,Automatic,Toyota,2010,Local Used,181484.0,2700.0,Registered,Imported
19032000,Petrol,Automatic,Mercedes-Benz,2015,Local Used,81276.0,3500.0,Registered,Registered
36400000,Petrol,Automatic,Lexus,2012,Local Used,108980.0,4600.0,Registered,Imported
7140000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,88555.0,3000.0,Registered,Imported
8320000,Petrol,Automatic,Hyundai,2010,Local Used,188668.0,2400.0,Registered,Registered
5720000,Petrol,Automatic,Toyota,2007,Local Used,230010.0,1800.0,Registered,Registered
9880000,Petrol,Automatic,Toyota,2012,Local Used,110374.0,2400.0,Registered,Imported
5408000,Petrol,Automatic,Toyota,2004,Local Used,459258.0,1800.0,Registered,Registered
20800000,Petrol,Automatic,Mercedes-Benz,2015,Local Used,533447.0,2000.0,Registered,Imported
8400000,Petrol,Automatic,Lexus,2006,Local Used,188160.0,4700.0,Registered,Registered
7860000,Petrol,Automatic,Toyota,2005,Local Used,370650.0,3300.0,Registered,Imported
16149000,Petrol,Automatic,Lexus,2011,Local Used,171126.0,3500.0,Registered,Registered
36500000,Petrol,Automatic,Mercedes-Benz,2018,Local Used,16915.0,2000.0,Registered,Imported
20800000,Petrol,Automatic,Mercedes-Benz,2015,Local Used,37119.0,2000.0,Registered,Imported
12480000,Petrol,Automatic,Honda,2014,Local Used,288009.0,3500.0,Registered,Registered
5200000,Petrol,Automatic,Honda,2006,Local Used,215234.0,3500.0,Registered,Registered
6240000,Petrol,Automatic,Toyota,2004,Local Used,482800.0,2400.0,Registered,Imported
8925000,Petrol,Automatic,Honda,2008,Foreign Used,125314.0,3500.0,Imported,Imported
7350000,Petrol,Automatic,Kia,2009,Local Used,173449.0,3800.0,Registered,Registered
8320000,Petrol,Automatic,Toyota,2008,Local Used,144292.0,1800.0,Registered,Imported
7350000,Petrol,Automatic,Toyota,2004,Foreign Used,174972.0,1800.0,Imported,Imported
9450000,Petrol,Automatic,Kia,2015,Foreign Used,315285.0,1800.0,Imported,Imported
7560000,Petrol,Automatic,Lexus,2007,Local Used,317202.0,3500.0,Registered,Registered
6240000,Petrol,Automatic,Honda,2010,Local Used,241274.0,2400.0,Registered,Imported
4368000,Petrol,Automatic,Toyota,2005,Local Used,275315.0,1800.0,Registered,Registered
5200000,Petrol,Automatic,Toyota,2004,Local Used,262360.0,1800.0,Registered,Imported
9450000,Petrol,Automatic,Honda,2007,Foreign Used,212452.0,2800.0,Imported,Imported
6300000,Petrol,Automatic,Honda,2009,Local Used,269880.0,3500.0,Registered,Registered
4725000,Petrol,Automatic,Toyota,2003,Local Used,224265.0,3000.0,Registered,Registered
4200000,Petrol,Automatic,Toyota,2005,Local Used,261183.0,1800.0,Registered,Registered
5250000,Petrol,Automatic,Toyota,2007,Local Used,284479.0,1800.0,Registered,Registered
13520000,Petrol,Automatic,Toyota,2007,Local Used,361047.0,3300.0,Registered,Imported
4992000,Petrol,Automatic,Toyota,2004,Local Used,89536.0,2400.0,Registered,Registered
