price,fuel type,gear type,Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Selling Condition,Bought Condition,car,Trim,Drivetrain,Seats,Number of Cylinders,Horse Power,Registered city
"₦ 13,335,000",Petrol,Automatic,Toyota,RAV4,2011,Red,Foreign Used,286206,2500,Imported,Imported,Toyota RAV4 2011 Red,,,,,,
"₦ 4,200,000",Petrol,Automatic,Toyota,Camry,2003,Silver,Local Used,195100,2400,Registered,Registered,Toyota Camry 2003 Silver,,,,,,LAGOS
"₦ 17,850,000",Petrol,Automatic,BMW,X5,2013,White,Foreign Used,203676,,Imported,Imported,BMW X5 2013 White,,,,,,
"₦ 15,225,000",Petrol,Automatic,Toyota,Avalon,2013,Black,Local Used,187991,3500,Registered,Imported,Toyota Avalon 2013 Black,,,,,,
"₦ 17,850,000",Petrol,Automatic,Hyundai,Santa Fe,2015,Gray,Foreign Used,75661,2400,Imported,Imported,Hyundai Santa Fe 2015 Gray,,,,,,
"₦ 15,080,000",Petrol,Automatic,Hyundai,Elantra,2015,Silver,Foreign Used,212191,2000,Imported,Imported,Hyundai Elantra 2015 Silver,,,,,,
"₦ 15,080,000",Petrol,Automatic,Lexus,RX 350,2007,Blue,Foreign Used,109535,3500,Imported,Imported,Lexus RX 350 2007 Blue,,,,,,
"₦ 29,400,000",Petrol,Automatic,Toyota,Camry,2018,Red,Foreign Used,219580,2500,Imported,Imported,Toyota Camry 2018 Red,,,,,,
"₦ 18,720,000",Petrol,Automatic,Lexus,RX 350,2010,Gray,Local Used,115118,3500,Registered,Imported,Lexus RX 350 2010 Gray,,,,,,Lagos
"₦ 6,510,000",Petrol,Automatic,Toyota,Camry,2009,Gray,Local Used,236310,2400,Registered,Imported,Toyota Camry 2009 Gray,,,,,,
"₦ 6,090,000",Petrol,Automatic,Toyota,Camry,2008,Black,Local Used,104745,2400,Registered,Registered,Toyota Camry 2008 Black,,,,,,EDO
"₦ 5,200,000",Petrol,Automatic,Toyota,Camry,2006,Gray,Local Used,104449,2400,Registered,Registered,Toyota Camry 2006 Gray,,,,,,LAGOS
"₦ 6,825,000",Petrol,Automatic,Toyota,Camry,2008,Gold,Local Used,312334,2400,Registered,Registered,Toyota Camry 2008 Gold,,,,,,LAGOS
"₦ 4,472,000",Petrol,Automatic,Toyota,Camry,2003,Gold,Local Used,344234,2400,Registered,Registered,Toyota Camry 2003 Gold,,,,,,Benin
"₦ 9,660,000",Petrol,Manual,IVM,Carrier 4WD,2017,White,Local Used,150000,2000,Registered,Brand new,IVM Carrier 4WD 2017 White,,,,,,ENUGU
"₦ 9,360,000",Petrol,Automatic,Lexus,RX,2004,White,Local Used,111017,3300,Registered,Imported,Lexus RX 2004 White,,,,,,Lagos
"₦ 9,591,750",Petrol,Automatic,Lexus,ES,2010,Silver,Local Used,164958,3500,Registered,Imported,Lexus ES 2010 Silver,,,,,,ABUJA
"₦ 31,500,000",Petrol,Automatic,Toyota,Land Cruiser Prado,2013,Black,Local Used,271861,2700,Registered,Imported,Toyota Land Cruiser Prado 2013 Black,,,,,,
"₦ 7,560,000",Petrol,Automatic,Toyota,RAV4,2007,Red,Local Used,159188,3500,Registered,Imported,Toyota RAV4 2007 Red,,,,,,Lagos
"₦ 10,500,000",Petrol,Automatic,Toyota,Highlander,2009,Black,Local Used,69765,3500,Registered,Imported,Toyota Highlander 2009 Black,,,,,,
"₦ 12,180,000",Petrol,Automatic,Toyota,Venza,2013,Black,Local Used,172382,2800,Registered,Registered,Toyota Venza LE AWD V6 2013 Black,LE AWD V6,All Wheel,5,6,268,LAGOS
"₦ 14,040,000",Petrol,Automatic,Toyota,Venza,2009,White,Local Used,284199,3500,Registered,Registered,Toyota Venza 2009 White,,,,,,
"₦ 11,440,000",Petrol,Automatic,Toyota,Camry,2009,White,Foreign Used,165166,2400,Imported,Imported,Toyota Camry 2009 White,,,,,,
"₦ 18,720,000",Petrol,Automatic,Toyota,Camry,2017,Black,Foreign Used,256248,2500,Imported,Imported,Toyota Camry 2017 Black,,,,,,
"₦ 12,600,000",Petrol,CVT,Hyundai,Sonata,2015,Silver,Local Used,122169,2400,Registered,Imported,Hyundai Sonata 2015 Silver,,,,,,Lagos
"₦ 4,515,000",Petrol,Automatic,Lexus,ES,2002,Gold,Local Used,207954,3000,Registered,Registered,Lexus ES 2002 Gold,,,,,,LAGOS
"₦ 23,000,000",Petrol,Automatic,Lexus,ES,2013,Gray,Foreign Used,67083,,Imported,Imported,Lexus ES 2013 Gray,,,,,,
"₦ 33,600,000",Petrol,Automatic,Mercedes-Benz,GL-Class,2015,Black,Foreign Used,173326,3000,Imported,Imported,Mercedes-Benz GL-Class 2015 Black,,,,,,
"₦ 14,805,000",Petrol,Automatic,Toyota,Highlander,2009,Gold,Foreign Used,114845,2700,Imported,Imported,Toyota Highlander 2009 Gold,,,,,,
"₦ 14,805,000",Petrol,Automatic,Toyota,Highlander,2009,Gold,Foreign Used,114845,2700,Imported,Imported,Toyota Highlander 2009 Gold,,,,,,
"₦ 7,280,000",Petrol,Automatic,Toyota,Camry,2008,White,Local Used,140566,2400,Registered,Imported,Toyota Camry 2008 White,,,,,,LAGOS
"₦ 12,941,250",Petrol,Automatic,Toyota,Camry,2012,Silver,Foreign Used,241193,2500,Imported,Imported,Toyota Camry 2012 Silver,,,,,,
"₦ 7,800,000",Petrol,Automatic,Toyota,Camry,2009,Blue,Local Used,132028,2400,Registered,Imported,Toyota Camry 2009 Blue,,,,,,
"₦ 10,920,000",Petrol,Automatic,Mercedes-Benz,M Class,2009,Silver,Local Used,416054,3500,Registered,Registered,Mercedes-Benz M Class 2009 Silver,,,,,,ABUJA
"₦ 38,850,000",Petrol,Automatic,Land Rover,Range Rover,2014,Black,Foreign Used,90097,5000,Imported,Imported,Land Rover Range Rover 2014 Black,,,,,,
"₦ 8,478,750",Petrol,Automatic,Toyota,Corolla,2013,Blue,Local Used,150931,1800,Registered,Imported,Toyota Corolla 2013 Blue,,,,,,
"₦ 9,975,000",Petrol,Automatic,Toyota,Camry,2014,Black,Local Used,172523,2500,Registered,Registered,Toyota Camry 2014 Black,,,,,,
"₦ 23,100,000",Petrol,Automatic,Hyundai,Tucson,2019,Black,Local Used,82737,2000,Registered,Registered,Hyundai Tucson 2019 Black,,,,,,
"₦ 6,800,000",Petrol,Automatic,Toyota,Camry,2007,Blue,Local Used,163451,2400,Registered,Imported,Toyota Camry 2007 Blue,,,,,,LAGOS
"₦ 9,135,000",Petrol,Manual,Mazda,B-series,2000,Black,Local Used,237161,3000,Registered,Imported,Mazda B-series 2000 Black,,,,,,LAGOS
"₦ 13,520,000",Petrol,Automatic,Toyota,Venza,2010,Blue,Local Used,112002,2400,Registered,Imported,Toyota Venza 2010 Blue,,,,,,
"₦ 11,970,000",Petrol,Automatic,Toyota,Corolla,2013,Red,Foreign Used,263820,1800,Imported,Imported,Toyota Corolla 2013 Red,,,,,,
"₦ 6,300,000",Petrol,Automatic,Toyota,Corolla,2009,Blue,Local Used,3345871,1800,Registered,Registered,Toyota Corolla 2009 Blue,,,,,,
"₦ 5,880,000",Petrol,Automatic,Toyota,Corolla,2010,Black,Local Used,341169,1800,Registered,Brand new,Toyota Corolla 2010 Black,,,,,,
"₦ 12,600,000",Petrol,Automatic,Toyota,Camry,2012,Black,Foreign Used,360212,2500,Imported,Imported,Toyota Camry 2012 Black,,,,,,
"₦ 27,040,000",Petrol,Automatic,Mercedes-Benz,GL-Class,2015,Black,Local Used,163594,3000,Registered,Registered,Mercedes-Benz GL-Class 2015 Black,,,,,,LAGOS
"₦ 7,875,000",Petrol,Automatic,Lexus,RX 350,2007,Blue,Local Used,130894,3500,Registered,Imported,Lexus RX 350 2007 Blue,,,,,,ENUGU
"₦ 56,700,000",,,,,,,,,,,,Land Rover Range Rover Velar P380 SE R-Dynamic 4x4 2018 White,,,,,,
"₦ 7,350,000",Petrol,Automatic,Mitsubishi,Galant,2005,White,Local Used,362569,3800,Registered,Registered,Mitsubishi Galant 2005 White,,,,,,ABUJA
"₦ 13,259,574",Petrol,Automatic,Toyota,Camry,2014,Blue,Foreign Used,100543,2500,Imported,Imported,Toyota Camry 2014 Blue,,,,,,
"₦ 8,840,000",Petrol,Automatic,Mercedes-Benz,C300,2009,Silver,Local Used,63660,3000,Registered,Imported,Mercedes-Benz C300 2009 Silver,,,,,,abuja
"₦ 7,560,000",Petrol,Automatic,Toyota,Corolla,2013,White,Local Used,158104,1800,Registered,Imported,Toyota Corolla 2013 White,,,,,,LAGOS
"₦ 4,200,000",Petrol,Automatic,Chevrolet,Equinox,2006,White,Local Used,199116,3400,Registered,Registered,Chevrolet Equinox LT AWD 2006 White,LT AWD,All Wheel,5,6,189,
"₦ 19,950,000",Petrol,Automatic,Honda,Civic,2017,Black,Foreign Used,194535,2000,Imported,Imported,Honda Civic 2017 Black,,,,,,
"₦ 10,500,000",Petrol,Automatic,Mercedes-Benz,C300,2008,Gray,Foreign Used,50000,,Imported,Imported,Mercedes-Benz C300 2008 Gray,,,,,,
"₦ 27,300,000",Petrol,Automatic,Land Rover,Range Rover Sport,2014,Gray,Local Used,71874,3000,Registered,Imported,Land Rover Range Rover Sport 2014 Gray,,,,,,Lagos
"₦ 27,300,000",Petrol,Automatic,Toyota,Camry,2019,Gray,Foreign Used,215257,2400,Imported,Imported,Toyota Camry 2019 Gray,,,,,,
"₦ 5,250,000",Petrol,Manual,Toyota,HiAce,1995,Blue,Local Used,149695,2400,Registered,Registered,Toyota HiAce 1995 Blue,,,,,,Lagos
"₦ 40,950,000",Petrol,Automatic,Ford,F-150,2015,Black,Local Used,163096,5000,Registered,Registered,Ford F-150 2015 Black,,,,,,
"₦ 6,300,000",Petrol,Automatic,Toyota,Camry,2007,Black,Local Used,212181,3500,Registered,Brand new,Toyota Camry 2007 Black,,,,,,
"₦ 4,888,000",Petrol,Automatic,Toyota,Corolla,2004,Silver,Local Used,339380,1800,Registered,Registered,Toyota Corolla 2004 Silver,,,,,,
"₦ 12,600,000",Petrol,Manual,Mitsubishi,L200,2018,White,Local Used,125594,2400,Registered,Imported,Mitsubishi L200 2018 White,,,,,,
"₦ 26,775,000",Petrol,Automatic,Toyota,Highlander,2015,Gray,Foreign Used,61439,3500,Imported,Imported,Toyota Highlander 2015 Gray,,,,,,
"₦ 47,250,000",Petrol,Automatic,Mercedes-Benz,GLC-Class,2018,White,Brand New,126508,2000,Brand new,Brand new,New Mercedes-Benz GLC-Class 2018 White,,,,,,
"₦ 65,100,000",Petrol,Automatic,Lexus,RX 350,2020,Black,Foreign Used,39560,3500,Imported,Imported,Lexus RX 350 2020 Black,,,,,,
"₦ 14,490,000",Petrol,Automatic,Nissan,Sentra,2018,Brown,Foreign Used,406046,1800,Imported,Imported,Nissan Sentra SV 2018 Brown,SV,Front Wheel,5,4,124,
"₦ 4,368,000",Petrol,Automatic,Honda,Pilot,2003,Silver,Local Used,396903,3500,Registered,Registered,Honda Pilot EX 4x4 (3.5L 6cyl 5A) 2003 Silver,EX 4x4 (3.5L 6cyl 5A),All Wheel,8,6,243,LAGOS
"₦ 8,925,000",Petrol,Automatic,Toyota,Corolla,2013,Gray,Local Used,136709,1800,Registered,Imported,Toyota Corolla 2013 Gray,,,,,,LAGOS
"₦ 6,825,000",Petrol,Automatic,Lexus,IS,2008,Silver,Local Used,197829,2500,Registered,Registered,Lexus IS 2008 Silver,,,,,,
"₦ 6,240,000",Petrol,Automatic,Toyota,Sienna,2004,Gray,Local Used,330886,3300,Registered,Imported,Toyota Sienna LE FWD (3.3L V6 5A) 2004 Gray,LE FWD (3.3L V6 5A),Front Wheel,7,6,230,FCT
"₦ 16,800,000",Petrol,CVT,Honda,Accord,2016,Blue,Local Used,70983,2400,Registered,Imported,Honda Accord 2016 Blue,,,,,,Lagos State
"₦ 15,750,000",Petrol,Automatic,Toyota,Highlander,2008,Gray,Foreign Used,178685,3500,Imported,Imported,Toyota Highlander 2008 Gray,,,,,,
"₦ 15,080,000",Petrol,Automatic,Honda,Civic,2014,Black,Foreign Used,210623,1800,Imported,Imported,Honda Civic 2014 Black,,,,,,
"₦ 14,070,000",Petrol,Automatic,Mercedes-Benz,GLK-Class,2013,Gray,Local Used,156648,3500,Registered,Registered,Mercedes-Benz GLK-Class 2013 Gray,,,,,,ABUJA
"₦ 8,320,000",Petrol,Automatic,Toyota,Corolla,2010,Gray,Local Used,899390,1800,Registered,Imported,Toyota Corolla 2010 Gray,,,,,,Abuja
"₦ 12,941,250",Petrol,Automatic,Toyota,Camry,2012,Gray,Foreign Used,130832,2500,Imported,Imported,Toyota Camry 2012 Gray,,,,,,
"₦ 9,880,000",Petrol,Automatic,Toyota,Corolla,2013,Black,Local Used,52627,1800,Registered,Registered,Toyota Corolla 2013 Black,,,,,,LAGOS
"₦ 13,650,000",Petrol,Automatic,Toyota,Corolla,2015,Black,Foreign Used,95609,1800,Imported,Imported,Toyota Corolla 2015 Black,,,,,,
"₦ 77,595,000",Petrol,Automatic,Lexus,GX,2020,Gray,Foreign Used,52520,4600,Imported,Imported,Lexus GX 2020 Gray,,,,,,
"₦ 7,560,000",Petrol,Automatic,Toyota,RAV4,2007,Blue,Local Used,164040,2400,Registered,Registered,Toyota RAV4 2007 Blue,,,,,,LAGOS
"₦ 18,720,000",Petrol,Automatic,Toyota,Camry,2017,Red,Foreign Used,392333,2500,Imported,Imported,Toyota Camry 2017 Red,,,,,,
"₦ 5,200,000",Petrol,Automatic,Toyota,Corolla,2003,Silver,Local Used,208804,1800,Registered,Imported,Toyota Corolla 2003 Silver,,,,,,
"₦ 12,075,000",Petrol,Automatic,Nissan,Sentra,2013,Black,Foreign Used,145463,1800,Imported,Imported,Nissan Sentra 2013 Black,,,,,,
"₦ 17,010,000",Petrol,Automatic,Nissan,Rogue,2014,Silver,Local Used,250050,2500,Registered,Imported,Nissan Rogue 2014 Silver,SV 4dr SUV (2.5L 4cyl CVT),Front Wheel,,4,170,Abuja
"₦ 12,600,000",Petrol,CVT,Honda,Accord,2014,Black,Local Used,175445,2400,Registered,Imported,Honda Accord 2014 Black,,,,,,
"₦ 6,032,000",Petrol,Automatic,Lexus,ES,2003,Gold,Local Used,239033,3000,Registered,Registered,Lexus ES 2003 Gold,,,,,,Lagos
"₦ 31,080,000",Petrol,Automatic,Mercedes-Benz,GLE-Class,2016,Black,Local Used,105275,3500,Registered,Imported,Mercedes-Benz GLE-Class 2016 Black,,,,,,Lagos
"₦ 8,528,000",Petrol,Automatic,Toyota,Corolla,2010,Gray,Local Used,134624,1800,Registered,Imported,Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Gray,LE 4dr Sedan (1.8L 4cyl 4A),Front,5,4,132,Lagos
"₦ 61,939,500",Petrol,Automatic,Land Rover,Range Rover Velar,2018,White,Foreign Used,157155,2000,Imported,Imported,Land Rover Range Rover Velar 2018 White,,,,,,
"₦ 61,950,000",Petrol,Automatic,Land Rover,Range Rover Velar,2019,White,Foreign Used,136127,2000,Imported,Imported,Land Rover Range Rover Velar 2019 White,,,,,,
"₦ 7,280,000",Petrol,Automatic,Toyota,Camry,2009,Black,Local Used,319396,3500,Registered,Registered,Toyota Camry 2009 Black,,,,,,LAGOS
"₦ 10,500,000",Petrol,Automatic,Hyundai,Sonata,2012,Red,Foreign Used,241948,2400,Imported,Imported,Hyundai Sonata 2012 Red,,,,,,
"₦ 19,760,000",Petrol,Automatic,Toyota,RAV4,2016,Black,Local Used,136036,2500,Registered,Registered,Toyota RAV4 2016 Black,,,,,,Lagos
"₦ 13,125,000",Petrol,Automatic,Toyota,Sienna,2011,Red,Foreign Used,322474,3500,Imported,Imported,Toyota Sienna 2011 Red,,,,,,
"₦ 34,361,250",Petrol,Automatic,Toyota,Land Cruiser Prado,2014,Black,Local Used,106763,2700,Registered,Brand new,Toyota Land Cruiser Prado 2014 Black,,,,,,Lagos
"₦ 9,870,000",Petrol,Automatic,BMW,328i,2012,White,Local Used,82601,2000,Registered,Imported,BMW 328i 2012 White,,,,,,FCT
"₦ 8,400,000",Petrol,Automatic,Lexus,RX 350,2007,Gray,Local Used,160449,3500,Registered,Registered,Lexus RX 350 2007 Gray,,,,,,Lagos
"₦ 17,850,000",Petrol,Automatic,Honda,Civic,2021,Black,Foreign Used,55830,2000,Imported,Imported,Honda Civic 2021 Black,,,,,,
"₦ 10,290,000",Petrol,Automatic,Nissan,Pathfinder,2014,Silver,Local Used,130235,3500,Registered,Imported,Nissan Pathfinder 2014 Silver,,,,,,Abuja
"₦ 20,280,000",Petrol,Automatic,Lexus,ES,2015,Blue,Local Used,186887,3500,Registered,Imported,Lexus ES 2015 Blue,,,,,,Lagos
"₦ 3,640,000",Petrol,Automatic,Honda,Pilot,2004,Red,Local Used,215065,3800,Registered,Registered,Honda Pilot EX 4x4 (3.5L 6cyl 5A) 2004 Red,EX 4x4 (3.5L 6cyl 5A),All Wheel,8,6,243,LAGOS
"₦ 16,800,000",Petrol,Automatic,Toyota,Sienna,2012,Gold,Foreign Used,301192,3500,Imported,Imported,Toyota Sienna 2012 Gold,,,,,,
"₦ 6,240,000",Petrol,Automatic,Pontiac,Vibe,2005,Red,Local Used,268637,1800,Registered,Registered,Pontiac Vibe 2005 Red,,,,,,
"₦ 44,000,250",Petrol,Automatic,Lexus,RX 350,2016,Silver,Foreign Used,166811,3500,Imported,Imported,Lexus RX 350 2016 Silver,,,,,,
"₦ 44,000,250",Petrol,Automatic,Lexus,RX 350,2016,Silver,Foreign Used,166811,3500,Imported,Imported,Lexus RX 350 2016 Silver,,,,,,
"₦ 65,100,000",Petrol,Automatic,Toyota,Highlander,2021,Red,Foreign Used,57202,3500,Imported,Imported,Toyota Highlander 2021 Red,,,,,,
"₦ 38,850,000",Petrol,Automatic,Mercedes-Benz,GLC-Class,2016,White,Foreign Used,160864,2000,Imported,Imported,Mercedes-Benz GLC-Class 2016 White,,,,,,
"₦ 27,300,000",Petrol,Automatic,Lexus,RX 350,2014,Silver,Foreign Used,298215,3500,Imported,Imported,Lexus RX 350 2014 Silver,,,,,,
"₦ 26,250,000",Petrol,Automatic,Lexus,GX,2010,Gray,Local Used,213907,4600,Registered,Imported,Lexus GX 2010 Gray,,,,,,
"₦ 16,328,000",Petrol,Automatic,Toyota,Corolla,2014,Gray,Foreign Used,227493,1800,Imported,Imported,Toyota Corolla 2014 Gray,,,,,,
"₦ 129,150,000",Petrol,Automatic,Mercedes-Benz,GLE-Class,2022,Black,Foreign Used,43605,2000,Imported,Imported,Mercedes-Benz GLE-Class 2022 Black,,,,,,
"₦ 8,736,000",Petrol,Automatic,Toyota,RAV4,2007,White,Local Used,203655,3500,Registered,Imported,Toyota RAV4 Limited V6 2007 White,Limited V6,All Wheel,5,6,,Rivers
"₦ 10,500,000",Petrol,Automatic,Toyota,Camry,2012,Gray,Local Used,200488,2500,Registered,Imported,Toyota Camry 2012 Gray,,,,,,"FCT, ABUJA"
"₦ 8,840,000",Petrol,Automatic,Toyota,Camry,2010,Silver,Local Used,199286,2500,Registered,Registered,Toyota Camry 2010 Silver,,,,,,Abuja
"₦ 19,760,000",Petrol,Automatic,Toyota,Camry,2015,White,Foreign Used,274582,2500,Imported,Imported,Toyota Camry 2015 White,,,,,,
"₦ 50,000,000",Petrol,Automatic,Lexus,RX 350,2017,Gold,Foreign Used,96677,3500,Imported,Imported,Lexus RX 350 2017 Gold,,,,,,
"₦ 6,800,000",Petrol,Automatic,Toyota,Camry,2007,Black,Local Used,79171,2400,Registered,Registered,Toyota Camry 2007 Black,,,,,,
"₦ 37,800,000",Petrol,Automatic,Honda,HR-V,2022,Black,Foreign Used,23064,1800,Imported,Imported,Honda HR-V 2022 Black,,,,,,
"₦ 4,725,000",Petrol,Automatic,Toyota,Solara,2002,Black,Local Used,329752,2500,Registered,Registered,Toyota Solara 2002 Black,,,,,,LAGOS
"₦ 10,500,000",Petrol,Automatic,Honda,CR-V,2007,Black,Foreign Used,120229,2400,Imported,Imported,Honda CR-V 2007 Black,,,,,,
"₦ 4,680,000",Petrol,Automatic,Toyota,Camry,2004,Silver,Local Used,534531,2400,Registered,Registered,Toyota Camry 2004 Silver,,,,,,ENUGU
"₦ 4,680,000",Petrol,Automatic,Toyota,Camry,2004,Black,Local Used,202711,2400,Registered,Registered,Toyota Camry 2004 Black,,,,,,ABUJA
"₦ 6,032,000",Petrol,Automatic,Toyota,Corolla,2005,Silver,Local Used,201142,1800,Registered,Registered,Toyota Corolla 2005 Silver,,,,,,LAGOS
"₦ 4,725,000",Petrol,Automatic,Toyota,Corolla,2006,Gray,Local Used,286508,1800,Registered,Registered,Toyota Corolla 2006 Gray,,,,,,
"₦ 36,500,000",Petrol,Automatic,Lexus,GX,2011,Black,Foreign Used,669,4600,Imported,Imported,Lexus GX 2011 Black,,,,,,
"₦ 16,800,000",Petrol,Automatic,Lexus,ES,2013,Silver,Local Used,146990,3500,Registered,Registered,Lexus ES 2013 Silver,,,,,,Lagos
"₦ 16,650,000",Petrol,Automatic,Toyota,Highlander,2009,Green,Foreign Used,296503,3500,Imported,Imported,Toyota Highlander 2009 Green,,,,,,
"₦ 23,920,000",Petrol,Automatic,Mercedes-Benz,CLA-Class,2014,Black,Foreign Used,268817,2000,Imported,Imported,Mercedes-Benz CLA-Class 2014 Black,,,,,,
"₦ 9,870,000",Petrol,Automatic,Toyota,Camry,2007,Gold,Foreign Used,357386,2400,Imported,Imported,Toyota Camry 2007 Gold,,,,,,
"₦ 10,500,000",Petrol,Automatic,Nissan,Sentra,2014,Black,Local Used,148687,1800,Registered,Imported,Nissan Sentra 2014 Black,,,,,,
"₦ 14,175,000",Petrol,Automatic,Toyota,Camry,2013,Green,Foreign Used,165108,2500,Imported,Imported,Toyota Camry 2013 Green,,,,,,
"₦ 8,400,000",Petrol,Automatic,Mercedes-Benz,C300,2013,Silver,Local Used,164339,3000,Registered,Imported,Mercedes-Benz C300 2013 Silver,,,,,,
"₦ 10,710,000",Petrol,Automatic,Toyota,Highlander,2009,Red,Local Used,101676,,Registered,Imported,Toyota Highlander 2009 Red,,,,,,ABUJA
"₦ 6,720,000",Petrol,Automatic,Lexus,IS,2006,Blue,Local Used,165700,2500,Registered,Registered,Lexus IS 2006 Blue,,,,,,
"₦ 10,710,000",Petrol,Automatic,Toyota,Highlander,2009,Red,Local Used,101676,,Registered,Imported,Toyota Highlander 2009 Red,,,,,,ABUJA
"₦ 6,720,000",Petrol,Automatic,Lexus,IS,2006,Blue,Local Used,165700,2500,Registered,Registered,Lexus IS 2006 Blue,,,,,,
"₦ 13,208,000",Petrol,Automatic,Toyota,Sienna,2012,Silver,Local Used,97887,3500,Registered,Imported,Toyota Sienna 2012 Silver,,,,,,LAGOS
"₦ 16,800,000",Petrol,Automatic,Mercedes-Benz,GLK-Class,2010,Black,Foreign Used,138173,3500,Imported,Imported,Mercedes-Benz GLK-Class 350 2010 Black,350,Rear Wheel,5,6,268,
"₦ 28,080,000",Petrol,Automatic,Lexus,GX,2010,Gold,Local Used,144721,4600,Registered,Imported,Lexus GX 2010 Gold,,,,,,LAGOS
"₦ 29,120,000",Petrol,Automatic,Lexus,RX 350,2014,Gray,Foreign Used,240707,3500,Imported,Imported,Lexus RX 350 2014 Gray,,,,,,
"₦ 10,500,000",Petrol,Automatic,Toyota,Camry,2013,Gray,Local Used,282442,2500,Registered,Registered,Toyota Camry 2013 Gray,,,,,,LAGOS
"₦ 52,000,000",Petrol,Automatic,Lexus,RX 350,2016,Black,Foreign Used,95729,3500,Imported,Imported,Lexus RX 350 2016 Black,,,,,,
"₦ 6,552,000",Petrol,Automatic,Toyota,Sienna,2006,Gray,Local Used,412454,3300,Registered,Registered,Toyota Sienna 2006 Gray,,,,,,
"₦ 15,225,000",Petrol,CVT,Hyundai,Sonata,2015,Silver,Local Used,73756,2400,Registered,Registered,Hyundai Sonata Limited 2.0T 4dr Sedan (2.0L 4cyl Turbo 6A) 2015 Silver,Limited 2.0T 4dr Sedan (2.0L 4cyl Turbo 6A),Front Wheel,,4,245,Rivers
"₦ 12,600,000",Petrol,CVT,Toyota,Corolla,2014,Gray,Local Used,108675,1800,Registered,Imported,Toyota Corolla 2014 Gray,,,,,,
"₦ 7,492,000",Petrol,Automatic,Toyota,Avalon,2005,Red,Local Used,34293,3500,Registered,Registered,Toyota Avalon Limited 2005 Red,Limited,Front Wheel,5,6,268,Abuja
"₦ 12,075,000",Petrol,Automatic,Lexus,RX 330,2004,Black,Foreign Used,312470,3300,Imported,Imported,Lexus RX 330 2004 Black,,,,,,
"₦ 8,528,000",Petrol,Automatic,Toyota,Corolla,2010,Gray,Local Used,134624,1800,Registered,Imported,Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Gray,LE 4dr Sedan (1.8L 4cyl 4A),Front,5,4,132,Lagos
"₦ 13,520,000",Petrol,Automatic,Toyota,Corolla,2016,White,Local Used,174320,1800,Registered,Registered,Toyota Corolla 2016 White,,,,,,
"₦ 20,280,000",Petrol,Automatic,Toyota,Corolla,2018,Silver,Foreign Used,142172,2400,Imported,Imported,Toyota Corolla 2018 Silver,,,,,,
"₦ 11,550,000",Petrol,Automatic,Honda,Pilot,2009,Black,Foreign Used,178346,3500,Imported,Imported,Honda Pilot 2009 Black,,,,,,
"₦ 48,195,000",Petrol,Automatic,Mercedes-Benz,GLS-Class,2017,Silver,Foreign Used,211193,,Imported,Imported,Mercedes-Benz GLS-Class 2017 Silver,,,,,,
"₦ 20,527,500",Petrol,Automatic,Lexus,ES,2013,Black,Foreign Used,172490,3500,Imported,Imported,Lexus ES 350 FWD 2013 Black,350 FWD,Front Wheel,5,6,268,
"₦ 27,040,000",Petrol,Automatic,Ford,F-150,2013,Blue,Foreign Used,292148,3500,Imported,Imported,Ford F-150 2013 Blue,,,,,,
"₦ 7,800,000",Petrol,Automatic,Toyota,Camry,2009,Black,Local Used,111336,2400,Registered,Registered,Toyota Camry 2009 Black,,,,,,Lagos
"₦ 30,160,000",Petrol,Automatic,Toyota,Highlander,2017,Black,Local Used,43941,3500,Registered,Registered,Toyota Highlander 2017 Black,,,,,,
"₦ 5,408,000",Petrol,Automatic,Honda,Accord,2008,Black,Local Used,254470,,Registered,Registered,Honda Accord 2008 Black,,,,,,Abuja
"₦ 8,320,000",Petrol,Automatic,Toyota,Camry,2010,Gray,Local Used,349866,2500,Registered,Registered,Toyota Camry 2010 Gray,,,,,,LAGOS
"₦ 8,528,000",Petrol,Automatic,Toyota,Corolla,2010,Gray,Local Used,134624,1800,Registered,Imported,Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Gray,LE 4dr Sedan (1.8L 4cyl 4A),Front,5,4,132,Lagos
"₦ 8,840,000",Petrol,Automatic,Toyota,Camry,2004,Blue,Foreign Used,193294,2400,Imported,Imported,Toyota Camry 2004 Blue,,,,,,
"₦ 7,800,000",Petrol,Automatic,Toyota,Corolla,2009,Red,Local Used,260272,1800,Registered,Registered,Toyota Corolla 2009 Red,,,,,,Abuja
"₦ 3,675,000",Petrol,Automatic,Volkswagen,Jetta,2005,Silver,Local Used,,2500,Registered,Registered,Volkswagen Jetta 2005 Silver,,,,,,Abuja
"₦ 5,880,000",Petrol,Automatic,Toyota,Corolla,2010,Black,Local Used,341169,1800,Registered,Brand new,Toyota Corolla 2010 Black,,,,,,
"₦ 13,220,000",Petrol,Automatic,Lexus,ES,2009,Silver,Foreign Used,136521,3500,Imported,Imported,Lexus ES 2009 Silver,,,,,,
"₦ 79,480,000",Petrol,Automatic,Lexus,LX,2017,Black,Local Used,64113,5700,Registered,Imported,Lexus LX 2017 Black,,,,,,Lagos
"₦ 36,172,500",Petrol,Automatic,Honda,HR-V,2022,Silver,Local Used,10417,1800,Registered,Registered,Honda HR-V 2022 Silver,,,,,,LAGOS
