price,fuel type,gear type,Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Selling Condition,Bought Condition,car,Trim,Drivetrain,Seats,Number of Cylinders,Horse Power,Registered city
"₦ 7,800,000",Petrol,Automatic,Toyota,Sienna,2004,Silver,Local Used,350430,3300,Registered,Registered,Toyota Sienna 2004 Silver,,,,,,Lagos
"₦ 23,400,000",Petrol,Automatic,Toyota,Avalon,2015,Gray,Foreign Used,170149,3500,Imported,Imported,Toyota Avalon 2015 Gray,Limited 4dr Sedan (3.5L 6cyl 6A),Front Wheel,5,6,268,
"₦ 14,560,000",Petrol,Automatic,Toyota,Camry,2013,Black,Local Used,97279,3500,Registered,Imported,Toyota Camry 2013 Black,,,,,,ABUJA
"₦ 17,680,000",Petrol,Automatic,Toyota,Avalon,2016,Blue,Local Used,106374,3500,Registered,Registered,Toyota Avalon 2016 Blue,,,,,,LAGOS
"₦ 34,650,000",Petrol,Automatic,Toyota,Highlander,2017,Blue,Foreign Used,131684,3500,Imported,Imported,Toyota Highlander 2017 Blue,,,,,,
"₦ 5,670,000",Petrol,Automatic,Toyota,Sienna,2004,Blue,Local Used,144616,3500,Registered,Registered,Toyota Sienna 2004 Blue,,,,,,EBONYI
"₦ 4,472,000",Petrol,Automatic,Acura,MDX,2004,Gray,Local Used,181050,3500,Registered,Imported,Acura MDX Sport Utility 2004 Gray,Sport Utility,All Wheel,7,6,265,LAGOS
"₦ 13,000,000",Petrol,Automatic,Toyota,Corolla,2010,Blue,Foreign Used,98535,1800,Imported,Imported,Toyota Corolla 2010 Blue,,,,,,
"₦ 6,240,000",Petrol,Automatic,Honda,Pilot,2006,Red,Local Used,86906,3500,Registered,Registered,Honda Pilot 2006 Red,,,,,,ABUJA
"₦ 23,920,000",Petrol,Automatic,Mercedes-Benz,M Class,2014,Gray,Local Used,142825,3500,Registered,Imported,Mercedes-Benz M Class 2014 Gray,,,,,,LAGOS
"₦ 14,560,000",Petrol,Automatic,Toyota,Camry,2012,Red,Foreign Used,97810,2500,Imported,Imported,Toyota Camry 2012 Red,,,,,,
"₦ 20,055,000",Petrol,Automatic,Lexus,RX,2015,Black,Local Used,92008,3500,Registered,Imported,Lexus RX 2015 Black,,,,,,LAGOS
"₦ 14,726,250",Petrol,Automatic,Hyundai,Sonata,2016,Red,Foreign Used,109779,2400,Imported,Imported,Hyundai Sonata 2016 Red,,,,,,
"₦ 14,560,000",Petrol,Automatic,Toyota,Corolla,2015,Gray,Local Used,63521,1800,Registered,Imported,Toyota Corolla 2015 Gray,,,,,,
"₦ 21,000,000",Petrol,Automatic,Toyota,Avalon,2015,Blue,Foreign Used,104423,3500,Imported,Imported,Toyota Avalon 2015 Blue,,,,,,
"₦ 12,480,000",Petrol,Automatic,Lexus,ES,2007,Blue,Local Used,231462,3500,Registered,Imported,Lexus ES 2007 Blue,,,,,,
"₦ 8,320,000",Petrol,Automatic,Toyota,Camry,2007,White,Local Used,110690,2400,Registered,Registered,Toyota Camry 2007 White,,,,,,Ondo state
"₦ 8,840,000",Petrol,Automatic,Toyota,Corolla,2009,Red,Local Used,202483,1800,Registered,Imported,Toyota Corolla 2009 Red,,,,,,
"₦ 26,000,000",Petrol,Automatic,Toyota,Venza,2015,Gray,Foreign Used,169626,3500,Imported,Imported,Toyota Venza 2015 Gray,,,,,,
"₦ 5,040,000",Petrol,Automatic,Toyota,Corolla,2005,Red,Local Used,,1800,Registered,Registered,Toyota Corolla 2005 Red,,,,,,LAGOS
"₦ 11,250,000",Petrol,Automatic,Hyundai,Sonata,2014,Black,Local Used,282884,2400,Registered,Imported,Hyundai Sonata 2014 Black,,,,,,Delta
"₦ 5,720,000",Petrol,Automatic,Honda,Accord,2008,Green,Local Used,159927,2400,Registered,Registered,Honda Accord 2008 Green,,,,,,LAGOS
"₦ 13,125,000",Petrol,Automatic,Toyota,RAV4,2012,Blue,Foreign Used,448566,2500,Imported,Imported,Toyota RAV4 2012 Blue,,,,,,
"₦ 17,850,000",Petrol,Automatic,Acura,MDX,2017,Black,Foreign Used,68534,3500,Imported,Imported,Acura MDX 2017 Black,,,,,,
"₦ 3,640,000",Petrol,Automatic,Toyota,Sienna,2000,White,Local Used,222401,3000,Registered,Registered,Toyota Sienna 2000 White,,,,,,KADUNA
"₦ 11,340,000",Petrol,Automatic,Mercedes-Benz,E350,2011,Silver,Local Used,191399,3500,Registered,Imported,Mercedes-Benz E350 2011 Silver,,,,,,Abia
"₦ 5,200,000",Petrol,Automatic,Honda,CR-V,2005,Red,Local Used,232150,2400,Registered,Imported,Honda CR-V 2005 Red,,,,,,
"₦ 5,145,000",Petrol,Automatic,Toyota,Sequoia,2004,Black,Local Used,349300,4700,Registered,Registered,Toyota Sequoia 2004 Black,Limited 4dr SUV 4WD (4.7L 8cyl 4A),,,8,,AKWA IBOM
"₦ 4,725,000",Petrol,Automatic,Toyota,Corolla,2007,Gold,Local Used,185093,1800,Registered,Registered,Toyota Corolla LE 2007 Gold,LE,Front,5,4,128,AKWA IBOM
"₦ 3,675,000",Petrol,Automatic,Toyota,Matrix,2006,Red,Local Used,239964,1800,Registered,Registered,Toyota Matrix 2006 Red,,,,,,
"₦ 4,200,000",Petrol,Automatic,Toyota,Avalon,2001,Black,Local Used,,3000,Registered,Imported,Toyota Avalon 2001 Black,,,,,,DELTA
"₦ 8,632,000",Petrol,Automatic,Toyota,Corolla,2009,Gray,Local Used,130467,1800,Registered,Registered,Toyota Corolla 2009 Gray,,,,,,ABUJA
"₦ 19,950,000",Petrol,Automatic,Honda,Civic,2017,Black,Foreign Used,202198,1500,Imported,Imported,Honda Civic 2017 Black,EX 4dr Hatchback (1.5L 4cyl),Front Wheel,5,4,174,
"₦ 4,935,000",Petrol,Manual,Peugeot,206,2005,Blue,Foreign Used,163499,1600,Imported,Imported,Peugeot 206 1.6 HDI 2005 Blue,1.6 HDI,Front Wheel,5,4,109,
"₦ 8,216,000",Petrol,Automatic,Toyota,Camry,2007,Gray,Local Used,271802,2400,Registered,Imported,Toyota Camry 2007 Gray,,,,,,
"₦ 37,750,000",Petrol,Automatic,Mercedes-Benz,GL-Class,2014,Silver,Foreign Used,107442,4700,Imported,Imported,Mercedes-Benz GL-Class 2014 Silver,GL350 BlueTEC 4MATIC 4dr SUV AWD (3.0L 6cyl Turbodiesel 7A),All Wheel,7,6,240,
"₦ 16,120,000",Petrol,Automatic,Mercedes-Benz,E350,2010,Black,Local Used,357978,3500,Registered,Registered,Mercedes-Benz E350 2010 Black,,,,,,Lagos
"₦ 13,000,000",Petrol,Automatic,Toyota,Corolla,2015,Black,Local Used,101538,1800,Registered,Imported,Toyota Corolla 2015 Black,,,,,,LAGOS
"₦ 18,720,000",Petrol,Automatic,Mercedes-Benz,GLK-Class,2012,Black,Foreign Used,275094,3500,Imported,Imported,Mercedes-Benz GLK-Class 2012 Black,,,,,,
"₦ 4,160,000",Petrol,Automatic,Toyota,Camry,2002,Silver,Local Used,264964,2400,Registered,Imported,Toyota Camry 2002 Silver,,,,,,LAGOS
"₦ 15,750,000",Petrol,Automatic,Mercedes-Benz,GLK-Class,2010,White,Foreign Used,4988,3500,Imported,Imported,Mercedes-Benz GLK-Class 2010 White,,,,,,
"₦ 13,520,000",Petrol,Automatic,Toyota,Corolla,2015,Gray,Local Used,213438,1800,Registered,Registered,Toyota Corolla 2015 Gray,,,,,,
"₦ 47,250,000",Petrol,Automatic,Mercedes-Benz,GLS-Class,2017,Gray,Foreign Used,,3000,Imported,Imported,Mercedes-Benz GLS-Class 2017 Gray,,,,,,
"₦ 16,120,000",Petrol,Automatic,Honda,Accord,2014,Black,Foreign Used,271251,2400,Imported,Imported,Honda Accord 2014 Black,,,,,,
"₦ 13,104,000",Petrol,Automatic,Lexus,ES,2012,Black,Local Used,78098,3500,Registered,Registered,Lexus ES 2012 Black,,,,,,LAGOS
"₦ 30,160,000",Petrol,Automatic,Lexus,RX 350,2012,White,Foreign Used,105757,3500,Imported,Imported,Lexus RX 350 2012 White,,,,,,
"₦ 22,050,000",Petrol,Automatic,Toyota,Avalon,2015,White,Foreign Used,66665,3000,Imported,Imported,Toyota Avalon 2015 White,,,,,,
"₦ 29,120,000",Petrol,Automatic,Mercedes-Benz,M Class,2014,White,Foreign Used,263096,3500,Imported,Imported,Mercedes-Benz M Class 2014 White,,,,,,
"₦ 12,584,000",Petrol,Automatic,Honda,CR-V,2008,Silver,Local Used,188041,2400,Registered,Imported,Honda CR-V 2.4 EX 4x4 Automatic 2008 Silver,2.4 EX 4x4 Automatic,All Wheel,5,4,168,LAGOS
"₦ 14,560,000",Petrol,Automatic,Toyota,Highlander,2008,Silver,Local Used,141601,3500,Registered,Imported,Toyota Highlander 2008 Silver,,,,,,LAGOS
"₦ 12,650,000",Petrol,CVT,Toyota,Corolla,2014,Black,Local Used,154997,1800,Registered,Imported,Toyota Corolla 2014 Black,LE Eco Plus 4dr Sedan (1.8L 4cyl CVT),Front,,4,140,LAGOS
"₦ 21,000,000",Petrol,Automatic,Toyota,Highlander,2013,Silver,Foreign Used,241812,3500,Imported,Imported,Toyota Highlander 2013 Silver,,,,,,
"₦ 8,840,000",Petrol,Automatic,Toyota,Corolla,2012,Gold,Local Used,177542,1800,Registered,Registered,Toyota Corolla 2012 Gold,,,,,,Oyo state
"₦ 6,300,000",Petrol,Automatic,Toyota,Camry,2009,Green,Local Used,250140,2000,Registered,Registered,Toyota Camry 2009 Green,,,,,,Lagos
"₦ 45,150,000",Petrol,Automatic,Mercedes-Benz,GLC-Class,2018,White,Foreign Used,80253,2000,Imported,Imported,Mercedes-Benz GLC-Class 2018 White,,,,,,
"₦ 7,280,000",Petrol,Automatic,Toyota,Camry,2007,Red,Local Used,310174,2400,Registered,Registered,Toyota Camry 2007 Red,,,,,,LAGOS
"₦ 16,640,000",Petrol,Automatic,Lexus,ES,2011,Blue,Foreign Used,129740,3500,Imported,Imported,Lexus ES 2011 Blue,,,,,,
"₦ 36,400,000",Petrol,Automatic,Mercedes-Benz,M Class,2015,Gray,Foreign Used,189823,3500,Imported,Imported,Mercedes-Benz M Class 2015 Gray,,,,,,
"₦ 16,120,000",Petrol,Automatic,Toyota,Venza,2011,Gray,Local Used,84699,3500,Registered,Imported,Toyota Venza 2011 Gray,,,,,,
"₦ 24,150,000",Petrol,Automatic,Infiniti,Q60,2015,Blue,Local Used,76974,3500,Registered,Imported,Infiniti Q60 2015 Blue,,,,,,
"₦ 60,900,000",Petrol,Automatic,Toyota,Highlander,2020,Black,Foreign Used,28762,3500,Imported,Imported,Toyota Highlander 2020 Black,,,,,,
"₦ 7,350,000",Petrol,Automatic,Toyota,Camry,2011,Black,Local Used,172580,2500,Registered,Imported,Toyota Camry 2011 Black,,,,,,
"₦ 10,500,000",Petrol,Automatic,Toyota,Sienna,2009,Blue,Foreign Used,164497,3500,Imported,Imported,Toyota Sienna 2009 Blue,,,,,,
"₦ 23,920,000",Petrol,Automatic,Toyota,Sienna,2015,Black,Foreign Used,130969,3500,Imported,Imported,Toyota Sienna 2015 Black,,,,,,
"₦ 23,920,000",Petrol,Automatic,Toyota,Sienna,2015,Black,Foreign Used,130969,3500,Imported,Imported,Toyota Sienna 2015 Black,,,,,,
"₦ 15,600,000",Petrol,Automatic,Lexus,RX,2009,White,Foreign Used,177627,3500,Imported,Imported,Lexus RX 2009 White,,,,,,
"₦ 29,120,000",Petrol,Automatic,Mercedes-Benz,M Class,2012,Gray,Foreign Used,225534,3500,Imported,Imported,Mercedes-Benz M Class 2012 Gray,,,,,,
"₦ 19,425,000",Petrol,Automatic,Toyota,Venza,2011,Black,Foreign Used,144796,2500,Imported,Imported,Toyota Venza 2011 Black,,,,,,
"₦ 19,845,000",Petrol,Automatic,Mercedes-Benz,GLK-Class,2013,Black,Foreign Used,248071,3500,Imported,Imported,Mercedes-Benz GLK-Class 2013 Black,,,,,,
"₦ 36,400,000",Petrol,Automatic,Toyota,Land Cruiser Prado,2012,Black,Local Used,238531,2700,Registered,Brand new,Toyota Land Cruiser Prado 2.7 i 2012 Black,2.7 i,All Wheel,5,4,163,
"₦ 13,520,000",Petrol,Automatic,Toyota,RAV4,2007,White,Foreign Used,105742,2400,Imported,Imported,Toyota RAV4 2007 White,,,,,,
"₦ 9,880,000",Petrol,Automatic,Toyota,Corolla,2010,Red,Local Used,330299,1800,Registered,Registered,Toyota Corolla 2010 Red,,,,,,
"₦ 29,120,000",Petrol,Automatic,Mercedes-Benz,M Class,2013,Black,Foreign Used,116376,3500,Imported,Imported,Mercedes-Benz M Class 2013 Black,,,,,,
"₦ 9,880,000",Petrol,Automatic,Toyota,Corolla,2009,Red,Local Used,282481,1800,Registered,Imported,Toyota Corolla 2009 Red,LE 4dr Sedan (1.8L 4 cyl 4A),Front,,4,132,Kastina
"₦ 15,750,000",Petrol,Automatic,Toyota,Highlander,2008,Black,Foreign Used,438226,3500,Imported,Imported,Toyota Highlander 2008 Black,,,,,,
"₦ 4,680,000",Petrol,Automatic,Toyota,Camry,2002,Silver,Local Used,368139,2400,Registered,Registered,Toyota Camry 2002 Silver,,,,,,IMO
"₦ 35,175,000",Petrol,Automatic,Lexus,GX,2011,Black,Local Used,56834,4600,Registered,Registered,Lexus GX 460 2011 Black,460,All Wheel,7,8,305,
"₦ 15,618,750",Petrol,Automatic,Mercedes-Benz,GLK-Class,2011,Black,Foreign Used,128980,3500,Imported,Imported,Mercedes-Benz GLK-Class 2011 Black,,,,,,
"₦ 16,120,000",Petrol,Automatic,Hyundai,Sonata,2014,Red,Foreign Used,234200,2000,Imported,Imported,Hyundai Sonata 2014 Red,,,,,,
"₦ 29,120,000",Petrol,Automatic,Toyota,Highlander,2014,Burgandy,Local Used,136488,3500,Registered,Imported,Toyota Highlander 2014 Burgandy,LE 4dr SUV AWD (3.5L 6cyl 6A),All Wheel,8,6,270,
"₦ 16,640,000",Petrol,Automatic,Hyundai,Sonata,2015,Black,Local Used,164530,2400,Registered,Imported,Hyundai Sonata 2015 Black,,,,,,
"₦ 23,100,000",Petrol,Automatic,Toyota,RAV4,2014,Gray,Foreign Used,262304,2500,Imported,Imported,Toyota RAV4 2014 Gray,,,,,,
"₦ 20,800,000",Petrol,Automatic,Toyota,Camry,2016,Black,Foreign Used,191564,2500,Imported,Imported,Toyota Camry 2016 Black,,,,,,
"₦ 15,658,333",Petrol,Automatic,Toyota,Corolla,2015,Red,Foreign Used,206199,1800,Imported,Imported,Toyota Corolla 2015 Red,,,,,,
"₦ 18,283,200",Petrol,Automatic,Mercedes-Benz,GLK-Class,2012,Silver,Foreign Used,294151,3500,Imported,Imported,Mercedes-Benz GLK-Class 2012 Silver,,,,,,
"₦ 26,250,000",Petrol,Automatic,Mercedes-Benz,M Class,2013,Silver,Foreign Used,137387,3500,Imported,Imported,Mercedes-Benz M Class 2013 Silver,,,,,,
"₦ 23,625,000",Petrol,Automatic,Mercedes-Benz,GLK-Class,2015,Black,Foreign Used,203737,3500,Imported,Imported,Mercedes-Benz GLK-Class 2015 Black,Base GLK 350 4dr AWD 4MATIC (3.5L 6cyl 7A),All Wheel,5,6,302,
"₦ 20,800,000",Petrol,Automatic,Mercedes-Benz,GLK-Class,2012,Red,Foreign Used,288812,3500,Imported,Imported,Mercedes-Benz GLK-Class 350 4MATIC 2012 Red,350 4MATIC,All Wheel,5,6,268,
"₦ 7,280,000",Petrol,Automatic,Toyota,Camry,2007,Black,Local Used,106313,2400,Registered,Registered,Toyota Camry 2007 Black,,,,,,
"₦ 84,000,000",Petrol,Automatic,Mercedes-Benz,GLE-Class,2020,Green,Foreign Used,33685,2000,Imported,Imported,Mercedes-Benz GLE-Class 2020 Green,,,,,,
"₦ 7,280,000",Petrol,Automatic,Toyota,Camry,2007,Gray,Local Used,145452,2400,Registered,Registered,Toyota Camry 2007 Gray,,,,,,
"₦ 15,600,000",Petrol,Automatic,Toyota,Camry,2013,Black,Foreign Used,173839,2500,Imported,Imported,Toyota Camry 2013 Black,,,,,,
"₦ 23,100,000",Petrol,Automatic,Toyota,RAV4,2014,Gray,Foreign Used,32987,2500,Imported,Imported,Toyota RAV4 2014 Gray,,,,,,
"₦ 8,112,000",Petrol,Automatic,Toyota,Camry,2007,Gray,Local Used,91801,2400,Registered,Registered,Toyota Camry 2007 Gray,,,,,,LAGOS
"₦ 23,100,000",Petrol,Automatic,Toyota,RAV4,2014,Gray,Foreign Used,32987,2500,Imported,Imported,Toyota RAV4 2014 Gray,,,,,,
"₦ 8,112,000",Petrol,Automatic,Toyota,Camry,2007,Gray,Local Used,91801,2400,Registered,Registered,Toyota Camry 2007 Gray,,,,,,LAGOS
"₦ 15,750,000",Petrol,Automatic,Hyundai,Sonata,2016,Red,Foreign Used,129297,2400,Imported,Imported,Hyundai Sonata 2016 Red,,,,,,
"₦ 42,000,000",Petrol,Automatic,Land Rover,Range Rover,2014,Black,Foreign Used,148371,3000,Imported,Imported,Land Rover Range Rover 2014 Black,,,,,,
"₦ 4,725,000",Petrol,Automatic,Toyota,Corolla,2012,Black,Local Used,245991,1800,Registered,Registered,Toyota Corolla 2012 Black,,,,,,Lagos
"₦ 2,730,000",Petrol,Automatic,Honda,Accord,1998,Silver,Local Used,301825,2400,Registered,Registered,Honda Accord 2.0 VTS 1998 Silver,2.0 VTS,Front Wheel,5,4,152,LAGOS
"₦ 12,480,000",Petrol,Automatic,Toyota,Tacoma,2007,Blue,Local Used,361169,4000,Registered,Imported,Toyota Tacoma 2007 Blue,,,,,,
"₦ 3,675,000",Petrol,Automatic,Subaru,Tribeca,2008,Gray,Local Used,279701,,Registered,Imported,Subaru Tribeca 2008 Gray,,,,,,LAGOS
"₦ 4,200,000",Petrol,Automatic,Mercedes-Benz,C230,2004,Gray,Local Used,1,2000,Registered,Registered,Mercedes-Benz C230 2004 Gray,,,,,,KADUNA
"₦ 9,450,000",Petrol,Automatic,Audi,Q7,2012,Red,Local Used,81277,3000,Registered,Imported,Audi Q7 3.0T S line Quattro 2012 Red,3.0T S line Quattro,All Wheel,5,6,338,Abuja
"₦ 4,935,000",Petrol,Automatic,Honda,Accord,2012,Black,Local Used,1480484,2000,Registered,Registered,Honda Accord 2012 Black,,,,,,ABUJA
"₦ 2,856,000",Petrol,Automatic,Honda,CR-V,2004,Red,Local Used,182695,2400,Registered,Registered,Honda CR-V 2004 Red,,,,,,
"₦ 5,250,000",Petrol,Automatic,Toyota,Camry,2010,Silver,Local Used,122860,2500,Registered,Registered,Toyota Camry 2010 Silver,Base 4dr Sedan (2.5L 4cyl 6M),Front,5,4,169,Lagos
"₦ 14,560,000",Petrol,Automatic,Toyota,Corolla,2012,Blue,Foreign Used,199263,1800,Imported,Imported,Toyota Corolla 2012 Blue,L 4dr Sedan (1.8L 4cyl 5M),Front,,4,132,
"₦ 14,700,000",Petrol,Automatic,GAC,GS3,2021,Black,Local Used,36597,2500,Registered,Imported,GAC GS3 2021 Black,,,,,,Lagos
"₦ 3,675,000",Petrol,Automatic,Subaru,Forester,2002,White,Local Used,213054,2500,Registered,Imported,Subaru Forester 2002 White,,,,,,LAGOS
"₦ 14,700,000",Petrol,Automatic,GAC,GS3,2021,Black,Local Used,36597,2500,Registered,Imported,GAC GS3 2021 Black,,,,,,Lagos
"₦ 4,368,000",Petrol,Automatic,Toyota,Solara,2004,Silver,Local Used,276436,2400,Registered,Registered,Toyota Solara 2004 Silver,,,,,,ABUJA
"₦ 5,250,000",Petrol,Automatic,Toyota,Corolla,2008,Silver,Local Used,241988,1400,Registered,Registered,Toyota Corolla 2008 Silver,,,,,,Lagos
"₦ 2,772,000",Petrol,Automatic,Toyota,Sienna,1998,Blue,Local Used,135327,2400,Registered,Registered,Toyota Sienna 1998 Blue,,,,,,Lagos
"₦ 3,465,000",Petrol,Automatic,Toyota,Avalon,2000,Gold,Local Used,326803,3000,Registered,Registered,Toyota Avalon 2000 Gold,,,,,,
"₦ 13,650,000",Petrol,CVT,BMW,X6,2008,Green,Local Used,112327,3000,Registered,Registered,BMW X6 2008 Green,,,,,,
"₦ 4,074,000",Petrol,Manual,Toyota,Corolla,2009,Green,Local Used,151665,1800,Registered,Registered,Toyota Corolla 2009 Green,,,,,,KWARA
"₦ 9,360,000",Petrol,Automatic,Honda,Accord Crosstour,2010,White,Local Used,187581,3500,Registered,Registered,Honda Accord Crosstour EX-L AWD 2010 White,EX-L AWD,All Wheel,5,6,275,Lagos
"₦ 9,975,000",Petrol,Automatic,Toyota,FJ Cruiser,2007,Black,Local Used,180479,4000,Registered,Imported,Toyota FJ Cruiser Base 4x4 2007 Black,Base 4x4,,,,,LAGOS
"₦ 5,670,000",Petrol,Automatic,Hyundai,I10,2015,Black,Local Used,125623,1100,Registered,Registered,Hyundai I10 2015 Black,,,,,,
"₦ 4,200,000",Hybrid,CVT,Honda,Civic,2007,Silver,Local Used,339470,,Registered,Registered,Honda Civic 2007 Silver,,,,,,LAGOS
"₦ 7,904,000",Petrol,Automatic,Toyota,Camry,2008,Gray,Local Used,188302,2500,Registered,Registered,Toyota Camry 2008 Gray,,,,,,Lagos
"₦ 4,200,000",Petrol,Manual,Peugeot,308,2005,Red,Foreign Used,155188,1400,Imported,Imported,Peugeot 308 2005 Red,,,,,,
"₦ 2,625,000",Petrol,Manual,Peugeot,307,2004,Blue,Local Used,411880,1800,Registered,Registered,Peugeot 307 2004 Blue,,,,,,Abuja
"₦ 3,360,000",Petrol,Automatic,Kia,Sportage,2007,Black,Local Used,250000,2000,Registered,Brand new,Kia Sportage 2007 Black,,,,,,ENUGU
"₦ 4,725,000",Petrol,Automatic,Mercedes-Benz,C230,2007,White,Local Used,241085,2500,Registered,Registered,Mercedes-Benz C230 2007 White,,,,,,Kogi
"₦ 6,720,000",Petrol,Automatic,Audi,A4,2010,Gray,Local Used,208205,2000,Registered,Imported,Audi A4 2010 Gray,,,,,,Abuja
"₦ 6,300,000",Petrol,Automatic,Audi,Q7,2007,Black,Local Used,328777,3600,Registered,Brand new,Audi Q7 2007 Black,,,,,,
"₦ 3,570,000",Petrol,Automatic,Kia,Cerato,2011,Black,Local Used,991132,1800,Registered,Registered,Kia Cerato 2011 Black,,,,,,LAGOS
"₦ 3,307,500",Petrol,Automatic,Toyota,Camry,2006,Brown,Local Used,392750,2400,Registered,Imported,Toyota Camry 2.4 XLi Automatic 2006 Brown,2.4 XLi Automatic,Front,5,,154,LAGOS
"₦ 4,500,000",Petrol,Automatic,Toyota,Camry,1999,Gray,Local Used,211045,2200,Registered,Imported,Toyota Camry 1999 Gray,,,,,,
"₦ 2,520,000",Petrol,Manual,Peugeot,406,2003,Green,Local Used,200885,2000,Registered,Registered,Peugeot 406 2003 Green,,,,,,Taraba
"₦ 3,255,000",Petrol,Automatic,Mazda,3,2008,Black,Local Used,405354,2000,Registered,Imported,Mazda 3 2008 Black,,,,,,LAGOS
"₦ 4,200,000",Petrol,Manual,Mazda,323,1999,Brown,Local Used,336156,1300,Registered,Registered,Mazda 323 1999 Brown,,,,,,Abuja
"₦ 8,085,000",Petrol,Automatic,Audi,A6,2014,Black,Local Used,30179,2000,Registered,Imported,Audi A6 2014 Black,,,,,,ABUJA
"₦ 16,640,000",Petrol,Automatic,Land Rover,Range Rover Sport,2013,Green,Local Used,342518,,Registered,Imported,Land Rover Range Rover Sport 2013 Green,,,,,,Kogi
"₦ 7,875,000",Petrol,Automatic,Audi,Q7,2014,Black,Local Used,42687,3000,Registered,Imported,Audi Q7 2014 Black,,,,,,
"₦ 4,095,000",Petrol,Automatic,Toyota,Corolla,2003,Gold,Local Used,299999,1800,Registered,Registered,Toyota Corolla 2003 Gold,,,,,,LAGOS
"₦ 2,625,000",Petrol,Manual,Volkswagen,Jetta,2007,Gold,Local Used,,2000,Registered,Registered,Volkswagen Jetta 2007 Gold,,,,,,LAGOS
"₦ 4,935,000",Petrol,Automatic,Honda,Accord,2012,Gray,Foreign Used,132209,2400,Imported,Imported,Honda Accord 2012 Gray,,,,,,
"₦ 4,200,000",Petrol,Automatic,Mercedes-Benz,C180,1999,Gray,Local Used,253697,2400,Registered,Registered,Mercedes-Benz C180 1999 Gray,,,,,,
"₦ 4,200,000",Petrol,Automatic,Mazda,3,2011,Blue,Local Used,292295,2000,Registered,Imported,Mazda 3 2011 Blue,,,,,,
"₦ 2,520,000",Petrol,Manual,Volkswagen,Passat,1999,Blue,Local Used,174095,1800,Registered,Imported,Volkswagen Passat 1999 Blue,,,,,,Lagos
"₦ 2,600,000",Petrol,Automatic,Toyota,Camry,1998,Gray,Local Used,217446,,Registered,Registered,Toyota Camry 1998 Gray,,,,,,
"₦ 2,912,000",Petrol,Automatic,Toyota,Camry,2000,Gold,Local Used,,2200,Registered,Registered,Toyota Camry 2000 Gold,,,,,,Lagos
"₦ 7,350,000",Petrol,Automatic,Acura,TL,2012,Black,Local Used,189963,3500,Registered,Imported,Acura TL 2012 Black,,,,,,
"₦ 2,562,000",Petrol,Automatic,Honda,Accord,2003,Gold,Local Used,250000,2400,Registered,Registered,Honda Accord 2003 Gold,,,,,,ABUJA
"₦ 3,150,000",Petrol,Automatic,Mitsubishi,Outlander,2003,Black,Local Used,173086,2400,Registered,Registered,Mitsubishi Outlander 2003 Black,,,,,,
"₦ 3,823,000",Petrol,Automatic,Honda,Civic,2007,Black,Local Used,311068,1800,Registered,Registered,Honda Civic 2007 Black,,,,,,LAGOS
"₦ 7,875,000",Petrol,Automatic,Audi,A4,2013,Silver,Local Used,278599,2000,Registered,Imported,Audi A4 2013 Silver,,,,,,Abuja
"₦ 3,990,000",Petrol,Manual,Kia,Cerato,2012,Gray,Local Used,198874,1600,Registered,Registered,Kia Cerato 2012 Gray,,,,,,LAGOS
"₦ 2,625,000",Petrol,Automatic,Honda,Pilot,2005,Black,Local Used,208793,3500,Registered,Imported,Honda Pilot EX 4x4 (3.5L 6cyl 5A) 2005 Black,EX 4x4 (3.5L 6cyl 5A),All Wheel,8,6,243,IMO
"₦ 4,056,000",Petrol,Automatic,Toyota,Camry,2002,Blue,Local Used,280976,2200,Registered,Registered,Toyota Camry 2002 Blue,,,,,,Abuja
"₦ 4,725,000",Petrol,Automatic,BMW,330i,2006,Blue,Local Used,215223,3000,Registered,Registered,BMW 330i 2006 Blue,,,,,,
"₦ 2,835,000",Petrol,Automatic,Nissan,Xterra,2004,Gray,Local Used,176496,3300,Registered,Registered,Nissan Xterra 2004 Gray,,,,,,
"₦ 3,675,000",Hybrid,Automatic,Toyota,Prius,2005,Blue,Local Used,125231,1600,Registered,Registered,Toyota Prius 2005 Blue,,,,,,
"₦ 3,848,000",Petrol,Automatic,Toyota,Camry,2002,Gray,Local Used,306114,3000,Registered,Registered,Toyota Camry 2002 Gray,,,,,,AKWA IBOM
"₦ 2,625,000",Petrol,Automatic,Honda,Accord,2003,Gray,Local Used,266130,2400,Registered,Registered,Honda Accord 2003 Gray,,,,,,ABUJA
"₦ 3,150,000",Petrol,Automatic,Mazda,6,2004,Red,Local Used,330769,3000,Registered,Registered,Mazda 6 2004 Red,,,,,,Abuja
"₦ 3,780,000",Petrol,Automatic,Toyota,Avensis,2007,Black,Local Used,380919,2000,Registered,Registered,Toyota Avensis 2007 Black,,,,,,IMO
"₦ 4,725,000",Petrol,Automatic,Toyota,Avalon,2007,Gray,Local Used,197386,3500,Registered,Imported,Toyota Avalon Limited 2007 Gray,Limited,Front Wheel,5,6,268,CROSS RIVER
"₦ 3,832,500",Petrol,Automatic,Ford,Escape,2008,White,Local Used,154937,2300,Registered,Registered,Ford Escape 2008 White,,,,,,LAGOS
"₦ 12,937,500",Petrol,Automatic,Ford,Explorer,2013,Black,Local Used,170947,3500,Registered,Imported,Ford Explorer 2013 Black,,,,,,
